ParlaMint-GB_2018-09-07-lords.u1	That the House do now resolve itself into Committee.
ParlaMint-GB_2018-09-07-lords.u61	My Lords, to my shame, I invited a young political student to observe this debate. I am embarrassed that I did so. This debate reflects appallingly on this House and I hope that the Government will seize the nettle. We need to get on with it; it is disgraceful that we are trying to advantage one small section of society over another, as my noble and learned friend Lord Brown has pointed out. I am deeply ashamed to have been a part of these proceedings.
ParlaMint-GB_2018-09-07-lords.u62	My Lords, I rise to speak to Amendment 15 in this group, which provides that future vacancies shall be filled, “using a method which ensures that over time excepted hereditary peers are elected on a basis which provides for a fair representation of hereditary peers representing Northern Ireland and Scotland”.
ParlaMint-GB_2018-09-07-lords.u63	To save a lot of words, can the noble Lord just confirm that his amendment, if carried, would mean the continuation of by-elections for hereditary Peers, the precise matter that this Bill tries to deals with?
ParlaMint-GB_2018-09-07-lords.u64	I agree that I support the continuation of the by-elections, but this amendment is looking at the House of Lords Act 1999 and amending it accordingly.
ParlaMint-GB_2018-09-07-lords.u65	My Lords, for the record, I am not a hereditary Peer, nor do I favour the outcome that would follow the passage of this legislation in time, of an all-appointed House. We have many Bills in this House that are opposed, and we have seen a number of them attract far more public attention in recent weeks, where Bills have gone on for day after day in Committee. I do not think it is appropriate or reasonable to call fellow Peers who have a point of principle to put forward a “disgrace” or to say that one is “ashamed”. I am ashamed when I see in the House other people stand up and say that Members of this House have no right to put forward a point in principle. I raised reasonable objections to this Bill at Second Reading. There are strong objections to the Bill—in my view, that it should be a government Bill and in terms of the proportionality effect, which I have described, and of the binding commitment in honour. All those arguments are reasonable, and there are others. I will not be silenced by people saying that I am a disgrace or that I bring disrepute on the House. What is our Parliament for if not to allow those who have a minority view to put it before this House?
ParlaMint-GB_2018-09-07-lords.u66	My Lords, if I may continue speaking to Amendment 15 about Scottish and Northern Irish Peers, let us consider the position in 1999 when, according to Dod’s Parliamentary Companion, the House had 785 Members in total. Of these, Dod’s labelled 85 as Scottish and no fewer than 67 as Northern Irish. The regional numbers of the current House of Commons show that, at the last election, there were 59 Scottish MPs elected and 18 Northern Irish MPs. On the same basis, there should be nine elected Northern Irish hereditary Peers and 11 Scottish ones. Current figures for the composition of the 90 hereditary Peers in the House show Scotland adequately represented but that Northern Irish Peers, on the above alternative comparisons, should number between three and eight, rather than the one Peer at present. I will give a brief historical background to support my argument—
ParlaMint-GB_2018-09-07-lords.u67	My Lords, to save the time of the House, and perhaps to protect its reputation, can the noble Lord confirm that, if his argument on this amendment has merit, he will seek to test the opinion of the House and put in Tellers so that we can show our opinion? If, on the other hand, he is not going to test of the opinion of the House, or not put in Tellers and waste our time, surely he is accepting that his argument does not have real merit and he is simply trying to filibuster and defeat the Bill.
ParlaMint-GB_2018-09-07-lords.u68	Is the noble Lord’s view that no amendment should be put before this House unless it is put to a Division?
ParlaMint-GB_2018-09-07-lords.u69	I confirm to the noble Lord, Lord Rennard, that I wish to test the opinion of the House on this amendment.
ParlaMint-GB_2018-09-07-lords.u70	What is a Northern Irish Peer and what is a Scottish Peer? Can the noble Lord define them?
ParlaMint-GB_2018-09-07-lords.u71	I have relied on figures from Dod’s Parliamentary Companion. The noble Lord makes a good point. There is one hereditary Peer on the Cross Benches, as I understand it, who lives in Northern Ireland. The complication, I think, is that there are some old Irish titles and people are living in England. I am looking at people living in Northern Ireland.
ParlaMint-GB_2018-09-07-lords.u72	Just to take an example, if a Peer lived in London but owned a huge chunk of Scotland—and there are a few of those—would he be a Scottish Peer?
ParlaMint-GB_2018-09-07-lords.u73	Yes, I think he could count as a Scottish Peer.
ParlaMint-GB_2018-09-07-lords.u74	What about the redoubtable noble Countess, Lady Mar, who is loved in all parts of this House? Is she a Scottish Peer? She lives in Worcestershire.
ParlaMint-GB_2018-09-07-lords.u75	As I understand it, she has lived in Worcestershire for quite a long time—so I would have to check the figures from the House of Lords Library on that.
ParlaMint-GB_2018-09-07-lords.u76	I think the answer to my noble friend Lord Cormack is that the noble Countess is a Peer of Scotland.
ParlaMint-GB_2018-09-07-lords.u77	I will give a brief historical background to support my argument. The Act of Union between the UK and Ireland in 1800 provided that the Peers of Ireland should elect 28 of their number, to be called Irish representative Peers, to sit for life on the part of Ireland in the House of Lords of the new United Kingdom. The fourth article of this Act of Union provides that, “such act as shall be passed in the parliament of Ireland previous to the union, ‘to regulate the mode by which the’”, representative Peers should be chosen, “shall be incorporated in the acts of the respective parliaments”, by which it was to be rectified. The Irish Parliament passed such an Act, laying down in great detail how the original representative Peers and their successors were to be chosen. It laid down that the Irish temporal Peers were to meet at a stated time and place to elect 28 of their number, and each of the temporal Lords so chosen, “shall be entitled to sit in the House of Lords during his life” Clearly a similar role is set out for a Peer chosen to fill a vacancy. This procedure continued unchanged until almost 100 years ago, when the Irish Free State was established. Crucially, the legislation that created this abolished the offices of the Lord Chancellor of Ireland and the Clerk of the Crown in Ireland, who was responsible under the Act of Union for carrying out important duties in connection with the election of Irish representative Peers In 1925, the UK Government were advised by their Attorney-General that this abolition demonstrated an intention to terminate the rights of Irish Peers to elect Irish representative Peers to fill vacancies as they arose. Expert legal opinion was obtained from two leading members of the UK Bar—namely, the future Lord Chancellor and the future Master of the Rolls—that the right of Irish Peers to elect representative Peers had survived and was unassailable. But the matter was not insisted on or carried through by the Irish Peers. Those already elected carried on serving for life, but no effort was made to replace those who died. While in 1925 the Attorney-General’s opinion could be justified for the south, it left Northern Ireland out in the cold.
ParlaMint-GB_2018-09-07-lords.u78	I am trying to understand the significance of the point the noble Lord is making, because the figures that have been provided to me by the Library suggest that among the hereditary Peers—leaving aside the big problem we have about the lack of adequate representation of large parts of the United Kingdom among the life Peers—Scotland is overrepresented and Northern Ireland is appropriately represented. The figures that I have show that 10% of hereditary Peers are Scots, against 8% of the population at large. So I am not sure what the particular evil is against which he is seeking to protect the House.
ParlaMint-GB_2018-09-07-lords.u79	The noble Lord is correct on Scottish representation—I said earlier in my speech that the Scots were adequately represented. As I understood it, only one of the 92 was a Northern Irish Peer, and I wanted to see that process continued among both nationalities.
ParlaMint-GB_2018-09-07-lords.u80	Does the noble Lord agree that there is therefore a lacuna in the Act of Union of 1542 which incorporated Wales into the United Kingdom? Would he accept that Henry VIII powers should be put into this Act to amend that particular lacuna?
ParlaMint-GB_2018-09-07-lords.u81	Far be it from me to debate with the noble Lord, but as I understand it, the concept of representative Peers did not apply to Wales, while it did to Northern Ireland and Scotland.
ParlaMint-GB_2018-09-07-lords.u82	Should we not put it right?
ParlaMint-GB_2018-09-07-lords.u83	That is beyond the terms of my amendment The Peerage Act 1963 gave all hereditary Peers of Scotland the right to sit in the House of Lords, instead of requiring them to elect 16 of their number, as had been the case since the union with Scotland in 1707. But no similar measure was introduced for the Peers of Ireland We move on to 1965. A number of Irish Peers, led by the Earl of Antrim, petitioned the House of Lords for recognition of their rights to elect 28 representative Peers to sit in the House of Lords. This was referred to our Committee for Privileges. The committee concluded that as there was no longer one Ireland, the Act of Union 1800 provision for 28 representative Peers no longer applied. However, Lord Wilberforce, dissenting in part, made a crucial point. He said as follows: because the office of Lord Chancellor of Ireland, as well as other offices such as the Clerk of the Crown in Parliament, which enabled the election of Irish representative Peers, had been abolished in 1922, it made it impossible to follow the procedures laid down in the Act of Union 1800 for a replacement when one of them died The Committee for Privileges’ verdict, in my layman’s view, is unsatisfactory because it failed to recognise, first, that the Irish representative Peers represented the Peers of Ireland and not Ireland as a whole. As a result, any change in Ireland was irrelevant. It also ignored the continued existence of part of Ireland—Northern Ireland—in the United Kingdom. Lord Wilberforce also expressed doubts that an Act of such constitutional importance as the Act of Union with Ireland could be repealed by implication or obsolescence Returning to the Scottish peerage, I cannot fail to mention the challenge of the House of Lords Act 1999, which stated that there should be 16 Scottish hereditary Peers in perpetuity in the House of Lords and that their abolition was contrary to Article 22 of the Treaty of Union between England and Scotland This is therefore an excellent opportunity to redress the scarcity of elected hereditary Northern Ireland Peers and maintain the number of elected Scottish hereditary Peers.
ParlaMint-GB_2018-09-07-lords.u84	I wish to say—very quickly, because we have just had a history lecture—that, under the Peerage Act 1963, hereditary Peeresses, Peers in their own right, could sit for the first time in the House of Lords. My mother was one of the 16 elected Scottish representative Peers to sit, and one of the first five hereditary Peeresses to sit in the House of Lords—so we did get a bit of female representation. The answer to the Wales question is that of course it was not a kingdom. The issue of the Scots Peers was around the merging of two kingdoms under a Scottish king.
ParlaMint-GB_2018-09-07-lords.u85	My Lords, to refer to the point made in my noble friend Lord Northbrook’s amendment, the question of the Scottish Peers was of course addressed when what became the 1999 Act went through your Lordships’ House. As I recall, although it is now a long time ago, the Scottish Peers petitioned the House for exclusion from the provisions of the 1999 Act. They were represented by none other than the then Mr Richard Keen—now none other than my noble and learned friend Lord Keen of Elie himself. His petition did not succeed.
ParlaMint-GB_2018-09-07-lords.u86	Will the noble Lord answer the point I put to him and tell us the thinking behind his own amendment—otherwise we might think that he has tabled it somewhat mischievously?
ParlaMint-GB_2018-09-07-lords.u87	My Lords, I have nothing to add to the remarks I made earlier.
ParlaMint-GB_2018-09-07-lords.u88	What does the noble Lord wish to do with his amendment?
ParlaMint-GB_2018-09-07-lords.u89	I wish to test the opinion of the House.
ParlaMint-GB_2018-09-07-lords.u90	My Lords, my noble friend Lord Caithness has spoken at some length to this matter. I beg to move.
ParlaMint-GB_2018-09-07-lords.u91	My Lords, I rise to move this amendment.
ParlaMint-GB_2018-09-07-lords.u92	It has already been debated.
ParlaMint-GB_2018-09-07-lords.u93	I do not think it has been spoken to—certainly not by me.
ParlaMint-GB_2018-09-07-lords.u94	Perhaps I may help the noble Lord, Lord Trefgarne, with the procedure, as he is fairly new to this place. This amendment was in a group that we discussed in March, when we dealt, I think, with 10 amendments in two hours. So far today, we have dealt with two amendments in one hour 40 minutes. At this rate, we will need about 10 more Fridays to complete this stage. I hope that the noble Lord acknowledges the appalling waste of precious time that is resulting from what he is doing. To now start moving an amendment that has already been part of a debated group is something that he should refrain from doing.
ParlaMint-GB_2018-09-07-lords.u95	My Lords, I do not wish to offend the noble Lord, Lord Grocott, or anyone else for that matter, so I shall not move the amendment.
ParlaMint-GB_2018-09-07-lords.u96	I wish to move this amendment formally.
ParlaMint-GB_2018-09-07-lords.u97	This amendment has already been debated but, with the leave of the Committee, I wish to speak to it because I was not here at that time.
ParlaMint-GB_2018-09-07-lords.u98	No!
ParlaMint-GB_2018-09-07-lords.u99	This point was not covered on the first day of Committee.
ParlaMint-GB_2018-09-07-lords.u100	My Lords, perhaps I may offer a gentle suggestion to the noble Lord. I do not think that he is carrying the mood of the Committee in wishing to speak to Amendment 16, which was spoken to three months ago. The previous vote rather indicates that, whatever eloquent tactics he deploys, he is most unlikely to carry the Committee, and I suggest that we move on.
ParlaMint-GB_2018-09-07-lords.u101	I note what the noble Lord says. Actually, it was not covered on day one, but I take the mood of the Committee and shall not move the amendment.
ParlaMint-GB_2018-09-07-lords.u102	My Lords, as far as I am aware, this is a new amendment which has not been moved before. It suggests that any excepted person under the House of Lords Act would, once the Burns commission report has been adopted, remain a Member of the House for a fixed term of 15 years, as other Members will be after the Burns report is implemented. However, until the legislation changes, a by-election could still be held at the end of 15 years after the first hereditary Peer had been elected. I beg to move.
ParlaMint-GB_2018-09-07-lords.u103	This amendment sounds quite sensible as it brings us into line with the spirit of the Burns report.
ParlaMint-GB_2018-09-07-lords.u104	My Lords, the best way to respond to the spirit of the Burns report would be to pass this Bill and turn it into an Act, because, for as long as it remains on the statute book, for every one hereditary Peer who leaves for whatever reason, he or she—well, it is “he”, actually—will always be replaced by another hereditary Peer. Everyone else would be under a system whereby it is two out and one in, with the exception of the hereditary Peers. I suggest that if the noble Lord is concerned about the Burns report, he should withdraw his amendment.
ParlaMint-GB_2018-09-07-lords.u105	My Lords, surely this is a matter than can be addressed when we reach the Burns report. I understand the fervour of the noble Lord, Lord Grocott, who is a good old Labour man, to end the procedure that his party agreed on. However, every time he puts his point before the House, I feel that I must repeatedly say, so that the public realise, that the result of this legislation would be the creation in time of an all-appointed House of Lords. That is the effect of this legislation, but the noble Lord never refers to the effect. One of my fundamental objections is that we would, through passing this legislation, create over time an all-appointed House of Lords without the consent of the British people to a manifesto commitment or a Bill brought before Parliament by a Government. That is the proper way to proceed. This House should not, by a hole-in-the-wall procedure masquerading as modernisation, pass legislation that will have the effect in time of creating an all-appointed House for which there is no current democratic consent. Every time the noble Lord, Lord Grocott, makes his point, I will put that point before the public.
ParlaMint-GB_2018-09-07-lords.u106	My Lords, this is an all-appointed House; it is just that some people are here because their fathers, grandfathers or great-grandfathers were appointed by the King or the Queen at the time. It is an all-appointed House.
ParlaMint-GB_2018-09-07-lords.u107	The difference is that because we are here and that is found objectionable by some people, we might get a democratic House. If we go, we will not. Those of us who are democrats think that there should be democratic authority and legitimacy in the House of Lords for it to survive long-term.
ParlaMint-GB_2018-09-07-lords.u108	Can the noble Earl tell us how many of his ancestors fought for democracy and where?
ParlaMint-GB_2018-09-07-lords.u109	I think I should answer that question later.
ParlaMint-GB_2018-09-07-lords.u110	I can help the noble Lord by telling the House about my ancestor. I am the second Lord Trefgarne and my father was the first. He was a Liberal and then later a Labour MP.
ParlaMint-GB_2018-09-07-lords.u111	My Lords, I would point out that I am the fourth who has been fortunate enough to be a representative in your Lordships’ House. I am also the most recent hereditary Peer to have been elected by the whole House: 803 of your Lordships were in a position to elect me, which makes me feel that my position is slightly more democratically representative than that of a large number of others I was hoping to say quite a lot of things today but I do not want to be accused of filibustering. Therefore, I will foreshorten my speech and just say three things that people have referred to me when it comes to what they find attractive about hereditaries The first is that we do not come from the other place with trappings of party tribalism and a sense of our own personal political importance. Secondly, in the main, we do not have experience of working for the public sector, so we have a more finely tuned sense of the anxieties and insecurities of the private sector and the self-employed. Lastly, we are not beneficiaries of political patronage, which has resulted in over 300 of your Lordships being ex-MPs, MEPs or representatives of regional Assemblies and county councils. That counts for a great deal in the eyes of the public and is not something that should be discounted If the hereditary principle is seen as anomalous in a present-day democracy, it is probably no more so in the eyes of many, and no more idiosyncratic, than the fact that this country has been ruled for centuries without a written constitution, and for many, tradition begets legitimacy. The time for any review of the election of hereditary Peers should therefore not be piecemeal, as the noble Lord, Lord Grocott, proposes, but should be an integral part of the review by the noble Lord, Lord Burns. We should await the finalising of his report. If in the meanwhile there was a desire to change the current voting powers so that rather than being party specific, any hereditary should be elected by the whole House, that recommendation would have my unqualified support.
ParlaMint-GB_2018-09-07-lords.u112	I am having some difficulty in understanding what the noble Lord’s amendment actually does. Can he explain to us in plain English what subsection (4) of his amendment would do?
ParlaMint-GB_2018-09-07-lords.u113	Let us say that hereditary Peers operate after Burns in line with the 15-year term for life Peers, new hereditary Peers would be appointed for 15 years, and there would be a by-election at the end of that period of 15 years to replace them.
ParlaMint-GB_2018-09-07-lords.u114	Can the noble Lord explain how that relates to Burns? My understanding is that the Burns report would reduce the size of the House. His amendment would not reduce the size of the House at all, would it? We would simply have an arbitrary 15-year re-election requirement for hereditary Peers. Or have I misunderstood him?
ParlaMint-GB_2018-09-07-lords.u115	The point is made. Maybe the amendment should be refined to say that once the Burns report has passed, the by-election procedure part of that falls.
ParlaMint-GB_2018-09-07-lords.u116	So it is entirely in respect of those who come up for re-election at the end of the 15 years?
ParlaMint-GB_2018-09-07-lords.u117	I need to give that consideration.
ParlaMint-GB_2018-09-07-lords.u118	I am sorry to burden the House with my third amendment, but this is quite a serious point. I am quite surprised that the noble Lord, Lord Grocott, has eliminated the Lord Great Chamberlain and the Earl Marshal because these are royal officials. Contrary to what my noble friend Lord Cormack said, actually, when Her Majesty’s reign comes to an end, the role of the current Lord Great Chamberlain will go to a separate family altogether.
ParlaMint-GB_2018-09-07-lords.u119	Yes, but the point is that neither the Earl Marshal nor the Lord Great Chamberlain are subject to by-election. That is the important point. The noble Lord, Lord Grocott, and I have discussed this, and he accepts that. There are 90 who are subject to by-elections but neither of these two great offices of state are. They will continue to pass, as they do, within the one family in respect of the Earl Marshal and two families in respect of the Lord Great Chamberlain until the end of time unless this House and Parliament should decree otherwise. They cannot fall victim to this particular Bill because they are not subject to by-election, so the amendment that my noble friend is about to move is redundant.
ParlaMint-GB_2018-09-07-lords.u120	Can the noble Lord explain to me why he put 92 in this Bill but 90 in the previous Bill? I do not understand that point.
ParlaMint-GB_2018-09-07-lords.u121	I have no problem whatever with someone being called the Lord Great Chamberlain or anything else. I was intrigued to know that apparently the office would not go to the same family as currently occupies that role. I do not know whether any of our families might qualify, but so far I have heard nothing. The point is that I can see no reason whatever why these two offices of state, which perform ceremonial functions, need to be in the House of Lords in order to perform that function. At least one of them—two of them for most of the time—has been on permanent leave of absence, so their functions can clearly be carried out perfectly effectively whether or not they are Members of the House of Lords. Whether people can become Members of the House of Lords via heredity is the issue that we are considering.
ParlaMint-GB_2018-09-07-lords.u122	The noble Lord will acknowledge that his Bill is designed—and this is why I support it—to end by-elections. His Bill does not end the Lord Great Chamberlain or the Earl Marshal. That is a simple statement of fact.
ParlaMint-GB_2018-09-07-lords.u123	Does the noble Lord wish to move his amendment?
ParlaMint-GB_2018-09-07-lords.u124	Yes. I beg to move my amendment.
ParlaMint-GB_2018-09-07-lords.u125	I have learned more about the British constitution in the last five minutes than in many years. I had no idea about the arrangements for the rotation of the office of the Lord Great Chamberlain. I hope that whoever succeeds the present one has a more pronounceable name than the Marquess of Cholmondeley because the problem with holding receptions in the Cholmondeley Room is that nobody knows how to pronounce the name of the person after whom the room is named This is an issue with my noble friend’s Bill. I strongly object to my noble friend’s Bill because it entrenches a nominated House, which is his purpose—my noble friend wants to entrench a nominated House. He is not interested in a democratic House and he is not even interested in what the noble Lord, Lord Cormack, wants, which is incremental reform, although I notice that the noble Lord did not say what his next incremental reform would be. Maybe he might tell us in due course. Perhaps he does not want any further incremental reform.
ParlaMint-GB_2018-09-07-lords.u126	This reform.
ParlaMint-GB_2018-09-07-lords.u127	Just this reform and no further. We need to be clear about this. This will entrench a nominated House in perpetuity.
ParlaMint-GB_2018-09-07-lords.u128	My Lords, “Up with your damned nonsense will I put twice, or perhaps once, but sometimes always, by God, never”, as Richter said to the first flute in the orchestra. The noble Lord ought to know that we have in this House a Campaign for an Effective Second Chamber, which I have the honour to chair and which my noble friend Lord Norton convenes; it has many Members of his side—enthusiastic Members, who are nodding as I am speaking. We believe in incremental reform. This is one more incremental reform following Steel, which dealt with retirement, following the Hayman Bill, which dealt with expulsion and there will be others. I hope that the big instalment later this year will be Burns. I would love to see that. It does not need legislation. That was why Burns was so skilful. I hope that we will have that, and it will be a further stage of incremental reform. It is not all legislative.
ParlaMint-GB_2018-09-07-lords.u129	But these incremental reforms are so minute that no member of the public outside will have the faintest idea that any of this is happening. The reform that they will notice is whether we fundamentally change this House to turn it from being a nominated House that has no democratic legitimacy into an elected House which has legitimacy. That is the reform that will make a difference that people will notice. All this other incremental reform that the noble Lord is talking about is so much stuff and nonsense. It will have zero impact in the way that the House is perceived externally, and nothing other than a tiny, marginal impact on the actual operation of the House internally However, in terms of the integrity of the Bill, because I know that my noble friend is keen for us to stay on message, in so far as there is any principle at stake in the Bill at all, I do not accept it because I do not think that it makes the House any more legitimate than it is at the moment. To have hereditary Peers is fundamentally illegitimate. As a nominated House, as it would become after the passage of my noble friend’s Bill, it does not even achieve my noble friend’s objective. I understood that his objective was, over time, to eliminate the hereditary Peers. Now we discover from the noble Lord’s amendment, that two hereditary Peers will remain, so there will still be an hereditary component in this House, even after the labours of Hercules that my noble friend has engaged in over many recent months The nonsensical nature of this Bill—nonsensical if one believes in wider reform, which some of us do—is made even greater when one looks at the actual detailed provisions. It does not even achieve my noble friend’s objective of seeking to entrench in perpetuity a nominated House.
ParlaMint-GB_2018-09-07-lords.u130	My noble friend Lord Adonis has this completely wrong. I normally agree with him, fully. There is no contradiction between having incremental reform now, while there is a Conservative Government and working towards major reform. I support major reform of the Labour Party, which Labour’s candidates stood on at the last general—that is, a senate of the nations and regions and not a directly elected legislature, which would challenge the primacy of the House of Commons. There is no contradiction between incremental reform now, and then when we eventually attain a Labour Government, making some major reforms.
ParlaMint-GB_2018-09-07-lords.u131	My Lords, it is very important that we do not dissemble. I agree entirely with my noble friend, and actually I think that he and I would probably agree on the nature of a reformed second Chamber. However, it is important to understand that that is not the position of my noble friend Lord Grocott. He wants a nominated House in perpetuity and he will frankly accept that. He does not want this to be the first stage towards wider reforms; he wants to entrench a nominated House which has, in my judgment, no legitimacy whatever within a democratic constitution. He should be, and indeed he is, open about that I do not understand why it is, if that is what he is setting about, that those people who claim to be in favour of democratic reform—there are some in this House—are playing his game. His game is not to take a first step on the road to wider reform—rather, it is to stop any wider reform at all from taking place. We need to understand what my noble friend is up to. He is a very serious politician; he knows absolutely what his own game is, and we should not be playing that game.
ParlaMint-GB_2018-09-07-lords.u132	Before the noble Lord, Lord Grocott, rises to speak, perhaps I may say this to the noble Lord, Lord Adonis. He has every right to suggest that this place should be swept away and replaced by a directly elected second Chamber. That is a perfectly valid constitutional point of view. But for reasons that have been advanced time and time again, many of us in this House do not believe that and we refute it. We believe that this House is complementary to another place and that it adds value to the constitutional system. We believe that the unambiguous democratic mandate lies at the other end of the corridor but that we have something, both individually and collectively, free from many of the shackles of party and buttressed by a large Cross-Bench element, that we can contribute. That is an equally valid point of view to that of the noble Lord, Lord Adonis. While I respect his view as valid, I would ask him to reciprocate that feeling.
ParlaMint-GB_2018-09-07-lords.u133	Perhaps I may have a word with my noble friend, who I always admire for his psychic powers, which I do not possess. He knows exactly why I do what I am doing at all stages. My noble friend is totally opposed to this Bill. I think he is the only person on these Benches—someone will stop me if I am wrong—or even on the Liberal Democrat Benches who is. I am grateful to him for clarifying his position. Whether he is sitting in the right place or not is only for him to judge I say this to my noble friend: I wish that he had made this statement a bit earlier. I had an identical Bill in the previous Parliament which received a Second Reading and a Committee stage. I do not recall seeing him in his place to express his view. He certainly did not take part in the Committee stage of this Bill on 23 March this year. I looked for him in the Division Lobby.
ParlaMint-GB_2018-09-07-lords.u134	I was too concerned about filibustering my noble friend’s Bill.
ParlaMint-GB_2018-09-07-lords.u135	Perhaps I may gently remind your Lordships that we are debating Amendment 17 onwards, which relate to the Earl Marshal and the Lord Great Chamberlain.
ParlaMint-GB_2018-09-07-lords.u136	My Lord, perhaps I may have a little clarification on what I understood the noble Lord, Lord Grocott, to say. We are looking at the point that this Bill would not affect the Earl Marshal and the Lord Great Chamberlain, but in discussing that element, I thought that the noble Lord said that these two gentlemen are not required to be Members of this House. When they come to perform their ceremonial duties, I wonder whether they do not have to be Members of the House in order to stand in the areas where they are required.
ParlaMint-GB_2018-09-07-lords.u137	Of course they do.
ParlaMint-GB_2018-09-07-lords.u138	What is interesting to note, my Lords, is that both of them have been on leave of absence. One is no longer on that leave, but for at least the last several years that I have been looking at it, they have been on permanent leave of absence. That includes general election periods and the State Opening of Parliament. While I cannot pretend to know the constitution in enough depth to know whether they are allowed to stand in a certain place at a certain time, I can assure the noble Duke that the machinery of the State Opening has functioned perfectly well when these two people have been on leave of absence from the House of Lords.
ParlaMint-GB_2018-09-07-lords.u139	My Lords, far be it from me to intrude on the private grief of the Benches opposite, but I would ask noble Lords to think about this. At the moment, we are watching a constitutional polemicism of British life. The division and nastiness of that shows in so many ways. If I was a voter of any party at any time from Birmingham to Manchester and back again and I saw what was going on in this House today, frankly, I would vote to abolish the lot. That would be a crying shame because one thing that I have valued during my 11 years here is that we definitely stand apart from the tribalism and the nastiness that arises both down the Corridor and in the deselections that go on in constituencies. We are better than that, but at this moment, I am not seeing it and that upsets me.
ParlaMint-GB_2018-09-07-lords.u140	My Lords, I agree very much with the sentiments of the noble Lord who has just spoken. The trouble is that some of us see this as a party political strike against the Conservative Party, given the disproportionate number of Conservative Peers who would be removed. This was not a move that has been made by the Conservative Party—rather, it has been made by the Labour Benches. Earlier, the noble Lord, Lord Grocott, with support from his Front Bench, was rejoicing in the fact that he had universal approbation. Underneath this Bill is a political strike and a poison. It upsets many people who have given long service to this House. It upsets the traditional balance of the House without, as I have said before, broader democratic consent.
ParlaMint-GB_2018-09-07-lords.u141	My Lords—
ParlaMint-GB_2018-09-07-lords.u142	No, at this stage I will not give way to my noble friend. He has had plenty to say, so I will give way to him later It is very unfortunate that the Bill is being pressed in this way and at this time which, notwithstanding my noble friend’s agreement with it, is in my judgment party political. Of course I agree with everything said by the noble Lord, Lord Adonis, and I was grateful to have the fifth cavalry arrive to give support to the point I have been trying to make; namely, that the effect of this Bill is to create what the majority of people here want but do not proclaim, which is a permanent nominated House. That is what they want and that is why they support this allegedly incremental step Perhaps, as my noble friend on the Front Bench has just said, we could come back to the amendment. While I cannot speak for my noble friend Lord Northbrook, the Bill as I read it excludes all 92 peerages in the sense that there will be no succession. It therefore would do what my noble friend Lord Cormack has said he does not want to see happen: it would exclude the Lord Great Chamberlain and the Earl Marshal I will give way to my noble friend.
ParlaMint-GB_2018-09-07-lords.u143	I am most grateful. I will make one brief point. If my noble friend had been in the Lobby, he would have seen plenty of Conservative colleagues, including some very prominent ones, in it. The point is this: the Bill, as the noble Lord, Lord Grocott, has said repeatedly, is to abolish by-elections. It does not touch on the Lord Great Chamberlain or the Earl Marshal because they are not subject to by-elections. The noble Lord, Lord Grocott, has got this wrong and he has acknowledged that he has done so. He has made his personal observation that he does not see why these two people need to be Members of the House of Lords. That is his point of view—it is not mine—but it is not affected by his Bill because it deals with by-elections, and only with by-elections.
ParlaMint-GB_2018-09-07-lords.u144	As always I thank my noble friend for his agile clarification for the House. I agree that I would not want to see him upset by the removal of the Lord Great Chamberlain and the Earl Marshal. By the way, the previous Earl Marshal was a very assiduous attender of this place If the House is going to be asked to vote, we need to know what we are voting on. The noble Lord, Lord Grocott, has put this Bill before the House. My noble friend Lord Northbrook has tried to clarify the point which my noble friend Lord Cormack supports, which is that the Lord Great Chamberlain and the Earl Marshal should stay. The noble Lord, Lord Grocott, thinks that they should go. It is a rather minor point, but actually this is a legislative House. Given that, before we vote, can we be told by the mover of the Bill what he is proposing? He wishes to remove all 92; that is the effect of his Bill and that is his intent. We have heard what my noble friend Lord Cormack says, but what is the mover of the Bill telling the House?
ParlaMint-GB_2018-09-07-lords.u145	My Lords, the Bill is quite clear. It says: “No more than 92 people at any one time shall be excepted from section 1” That means that the 92, including the two referred to by the noble Lord, would no longer be Members of the House of Lords—or rather that their membership would not pass to their successors. It does not affect in the slightest their capacity to perform ceremonial duties. I have tried to follow this but I simply do not understand the method of succession for the Lord Great Chamberlain; it is beyond me. Do not try to explain it. I want to protect the Bill in its present form and I hope that the noble Lord, Lord Northbrook, will withdraw his amendment.
ParlaMint-GB_2018-09-07-lords.u146	The effect of the Bill is not as the noble Lord, Lord Cormack, said—that the two Peers or their successors would remain. They would all go. That is a perfectly clear position and I am grateful to the noble Lord, Lord Grocott, for clarifying it. It is not what the noble Lord, Lord Cormack, wished for but I am thankful for the clarification.
ParlaMint-GB_2018-09-07-lords.u147	My Lords, we have had an interesting debate. It was not entirely connected to the amendment but that was not my doing. Having increased the number from 90 to 92, I wonder whether there is any implication for the Royal Family.
ParlaMint-GB_2018-09-07-lords.u148	I have listened to this exchange. I do not know about other noble Lords, but I am not clear on where exactly we have got to on this. My noble friend might well take the advice of the Benches opposite. I do not think that any of your Lordships is clear what the amendment or the Bill achieves and whether they cut across each other. If my noble friend will forgive me, the obvious solution is for him to withdraw his amendment at this stage but bring it back on Report, by which time the noble Lord, Lord Grocott, could have clarified the position. I hope that helps your Lordships.
ParlaMint-GB_2018-09-07-lords.u149	May I add to that? When you are in a hole, stop digging.
ParlaMint-GB_2018-09-07-lords.u150	I want to clarify the point about the Lord Great Chamberlain for the House. Historically, the position has been split between two or three families and changes on the death of the sovereign. I do not know how that works in connection with the amendment; I want to revisit that. At the moment, I beg leave to withdraw the amendment.
