ParlaMint-GB_2018-01-09-commons.u1	1. What steps his Department is taking to tackle the illegal wildlife trade.
ParlaMint-GB_2018-01-09-commons.u231	Certainly, this debate shows why it was absolutely right to insist that the threshold for disclosure was £150,000. The whole point was to engender a debate about what it is right to pay people at the BBC—an organisation to which we are forced to contribute. Does the Secretary of State agree that the priority will be to ensure that pay is not only equal on a gender basis, but proportionate, given that some of the salaries that we have seen are almost impossible to defend?
ParlaMint-GB_2018-01-09-commons.u232	My hon. Friend is absolutely spot on.
ParlaMint-GB_2018-01-09-commons.u233	I warmly congratulate the Minister on assuming his new job, but I did not like the tone he adopted when he said that he was delighted that this issue was going to be “aired”. There is no point in airing it, because we have been airing it for decades now. The point is actually to bring about change. Perhaps Carrie Gracie should be made chair of the BBC; perhaps she should be given a role specifically to bring about change in the organisation. In the end though, are not some of the men, such as John Humphrys, going to have to say, “You know what? I am paid too much. I should take a 50% pay cut.”?
ParlaMint-GB_2018-01-09-commons.u234	The hon. Gentleman makes a very interesting suggestion. It is not true that this issue has been aired for decades. This information has been in the public domain only since last July, because of the actions that we took to insist on transparency, so while the broader issue may have been discussed, we have not had the details to hand in the public debate. That is very important, because it is only once something is measured that it can be managed.
ParlaMint-GB_2018-01-09-commons.u235	Order. I hope I can be forgiven for making the point that if the Secretary of State was so keen for the issue to be aired in the Chamber, he could have volunteered to make an oral statement to the House. The reason why the issue is being aired in the Chamber today is that somebody—namely, the hon. Member for Livingston (Hannah Bardell)—applied for an urgent question and I granted it. I massively welcome the right hon. Gentleman’s participation, but I think it is quite important that the public should know how this matter has come to be aired in the Chamber today.
ParlaMint-GB_2018-01-09-commons.u236	In Britain in 2018, we have the unbelievably absurd situation where it remains a criminal offence not to pay a licence fee to an organisation that has institutionalised gender pay inequality. Will the Secretary of State invite Lord Hall to his office for an interview without coffee to explain urgently that the situation is unacceptable and needs to change well before 2020?
ParlaMint-GB_2018-01-09-commons.u237	I certainly hope that the BBC can act before 2020. Lord Hall has, indeed, said that he wants to act before then, and I will be taking this matter up with him. On your point, Mr Speaker, of course I welcome the urgent question and I am grateful to you for granting it.
ParlaMint-GB_2018-01-09-commons.u238	That is extremely gracious of the Secretary of State; I thank him.
ParlaMint-GB_2018-01-09-commons.u239	Further to the question from my hon. Friend the Member for Birmingham, Yardley (Jess Phillips), will the Secretary of State now very clearly join us in saying that it is not acceptable that women who speak out on these issues are now facing barriers at work and questions about whether they can carry out their duties and whether or not they will progress in their careers? A very clear message needs to come from this place that that is not acceptable.
ParlaMint-GB_2018-01-09-commons.u240	I am sure that the BBC will have heard the strength of feeling in this House that the hon. Lady has just articulated.
ParlaMint-GB_2018-01-09-commons.u241	Like the new Secretary of State, I love the BBC, but I welcome the approach he has taken to ensure that there is full transparency regarding how public money is spent. When spending public money, it is important to ensure both that there is gender equality and that the wages are justified. Will he be asking the BBC to justify why some stars are paid 25 times as much as we pay a transplant surgeon and 80 times what we pay a nurse?
ParlaMint-GB_2018-01-09-commons.u242	My hon. Friend brings up reasonable comparisons. I compared the pay of foreign ambassadors with that of BBC editors. All these jobs are in public service, and when one is in the service of the public, restraint is necessary.
ParlaMint-GB_2018-01-09-commons.u243	May I take the Secretary of State back to the role and capacity of the Equality and Human Rights Commission? Not only has its funding just been cut, but it is running short of board members because a number of experienced candidates who have been on the board have been vetoed for reappointment as a result of Cabinet Office decisions. What is he doing to talk to his colleagues in the Cabinet Office to ensure that people such as Sarah Veale, former head of equalities at the TUC, are not vetoed for appointment, so we can have expertise such as hers on the board?
ParlaMint-GB_2018-01-09-commons.u244	As I said before, it is a question of judgment. I think the EHRC made the right judgment in announcing this morning that it is going to investigate the matter.
ParlaMint-GB_2018-01-09-commons.u245	I was a member of the Committee on the Digital Economy Act 2017—the legislation brought about this change—so I thank the Minister for steering it through, in the teeth of resistance from the BBC. As several people have already said though, this is not just about how much women are paid; it is about pay equality full stop. It is about ensuring that everyone throughout the BBC gets equal pay. Will the Minister now really endeavour to ensure that everyone throughout this public sector organisation—not just the high-profile figures in front of the camera—gets equality within the law?
ParlaMint-GB_2018-01-09-commons.u246	Yes, I agree with my hon. Friend. Sometimes the Committee work of this House is overlooked, but my hon. Friend gives a good example of a measure that was properly scrutinised in Committee, put into the Digital Economy Bill and made law, thanks to the work in Committee of Members on both sides of the House, including my hon. Friend, to whom I pay tribute.
ParlaMint-GB_2018-01-09-commons.u247	Carrie Gracie is indeed to be praised for her stand on gender pay equality and for her comments more generally on pay equality. In her interview last night on “Channel 4 News”, she stated that her actions were not a personal plea for more money; indeed, she said that there may need to be a pay cut for all at her grade at the BBC to combat the pay inequality, which has risen in many organisations, including the BBC, over the past few decades. Is it not time that, as well as ensuring 1:1 gender pay ratios, the Government moved to ensure the fairness of ratios between the top and the bottom in many organisations such as the BBC, banks and many other companies? Wage inequality in this country has become staggering in the past few decades.
ParlaMint-GB_2018-01-09-commons.u248	I welcome calls for pay restraint in public bodies from all quarters, including from the hon. Gentleman.
ParlaMint-GB_2018-01-09-commons.u249	I declare two interests as chair of the all-party parliamentary commercial radio group and the former proud owner of a BBC pass. I strongly welcome pay transparency as the BBC is a publicly funded body. We are now in a very disappointing place. Does the new Secretary of State recognise that, despite what the Government have done, it is astonishing that we would not have discovered this underlying disparity without the singular bravery of individual women?
ParlaMint-GB_2018-01-09-commons.u250	Yes. I pay tribute to my hon. Friend, who has worked hard on this issue during her time in the House. I also pay tribute to Carrie Gracie for her bravery and her actions.
ParlaMint-GB_2018-01-09-commons.u251	Why does the Secretary of State think that it will take Lord Hall until 2020 to sort this out? It is an injustice. Surely the Secretary of State should tell Lord Hall to sort it out now.
ParlaMint-GB_2018-01-09-commons.u252	It is, of course, for the commission to tell Lord Hall that. We have to be careful to ensure that the relationship between the Government and the BBC is proper, because the BBC is a public broadcaster, not a state broadcaster. The action that the Chair of the Select Committee on Digital, Culture, Media and Sport has announced—calling Lord Hall and potentially others to give evidence—will ensure that they can be held properly and directly to account.
ParlaMint-GB_2018-01-09-commons.u253	All credit to the Digital, Culture, Media and Sport Committee and the Government for exposing the problem we are talking about today. Pay ought to be linked to ability and experience, so it cannot be right that men in the BBC are so often paid more than women with the same ability and experience. Does the Secretary of State agree that the BBC must be held to account and soon, and that questions need to be asked about why the BBC has suppressed coverage of this story?
ParlaMint-GB_2018-01-09-commons.u254	I think that there is plenty of coverage of the story. No doubt the House has aired the issue and will air it again, should we so choose. The Select Committee has done a good job and I look forward to its further work. I know that my hon. Friend, who is a member of the Committee, will do that work extremely well.
ParlaMint-GB_2018-01-09-commons.u255	I, too, congratulate the Secretary of State on his new appointment; I wish him well. Indeed, I also wish his predecessor well in her new role of power behind the throne in Northern Ireland. Does it not trouble the Secretary of State that the BBC’s suggested solution to Carrie Gracie was to give her a bung in excess of twice as much as the national average wage of people across the whole United Kingdom? Surely that highlights a systemic problem at the heart of the BBC and how it tries to solve problems.
ParlaMint-GB_2018-01-09-commons.u256	I strongly agree with my hon. Friend. It matters because this is not just a case of putting women’s pay up; it is a matter of pay equality, of which pay restraint is an incredibly important part.
ParlaMint-GB_2018-01-09-commons.u257	Does the Secretary of State share my disquiet, as an ex-BBC journalist, about any attempts in BBC policy to stop reporters reporting on this issue? Does he also share my concerns that a culture of unequal pay and ageism against women runs throughout the organisation right down to broadcast assistant level and does not just affect a few household names at the top?
ParlaMint-GB_2018-01-09-commons.u258	It is incredibly important that the BBC recognises the level and strength of feeling in this House among people who have long championed the BBC, people who have long disagreed with the BBC, people who have been employed by the BBC and people who have never been employed by the BBC that the BBC must get to the bottom of this, root and branch.
ParlaMint-GB_2018-01-09-commons.u259	When my right hon. and learned Friend the Member for Camberwell and Peckham (Ms Harman) brought before this House the Equality Act 2010, which provides for gender pay audits on every organisation employing more than 250 people, the Tories voted against it. Will the Secretary of State now say whether he thinks that that was the right thing to do?
ParlaMint-GB_2018-01-09-commons.u260	I am a very strong believer in equal pay and tackling discrimination, because I believe in the equality of opportunity—wherever someone comes from and whatever their gender, sexual orientation or race. Those are the values that will guide me in this role.
ParlaMint-GB_2018-01-09-commons.u261	Should the BBC not sort out its act, is my right hon. Friend willing to take further steps?
ParlaMint-GB_2018-01-09-commons.u262	Yes.
ParlaMint-GB_2018-01-09-commons.u263	The gender pay gap will never be tackled in big organisations like the BBC so long as women end up with disproportionate responsibility for childcare. Given that, does the Minister agree that the Government’s decision to reject a series of recent recommendations to close the gap, including three months’ paternity leave, means that the gap at the BBC and further afield will never close?
ParlaMint-GB_2018-01-09-commons.u264	I am afraid that I dispute the premise of that question, because no Government have done more than this Government over the past seven years to bring in equal paternity and maternity leave, and more of it, so that men and women can be more equal in the workplace. I was one of the first to be able to take advantage of more, and equal, paternity leave when my wife had a child. It is incredibly important that we tackle these issues, and nobody has done more than we have.
ParlaMint-GB_2018-01-09-commons.u265	The Secretary of State is absolutely right that the BBC must comply with gender equality legislation with regard to pay. More than that, given the large salaries paid to some of the top presenters, will he send a very strong message to the BBC that it should be redeploying some of that resource to BBC local radio, which does so much to provide local information and entertainment on a pittance?
ParlaMint-GB_2018-01-09-commons.u266	Yes, I agree incredibly strongly with that. The local news, and local TV and radio, are a vital part of what the BBC does. As we devolve more and more power locally, they are more and more important. I am very glad that the BBC recently announced that it was not going ahead with the cuts it previously proposed to local radio. Those cuts were completely unnecessary because the BBC has a very generous licence fee settlement. I am glad that it is now going to strengthen, not weaken, that local provision.
ParlaMint-GB_2018-01-09-commons.u267	I congratulate the Secretary of State on his new position and look forward to his first outing in front of the Digital, Culture, Media and Sport Committee. I want to put on record my praise and respect for Carrie Gracie for what she said yesterday: she is an outstanding woman. This is not about equal opportunity, as the Secretary of State has said many times that it is—it is about equal pay for work of equal value, right across the organisation. This has been known about for six months and the BBC has done nothing. It is illegal not to have equal pay. What are the Government going to do to bring pressure to bear on the BBC to act?
ParlaMint-GB_2018-01-09-commons.u268	I agree that it is about equal pay for equal jobs, as I said right from the outset, and of course that underpins equal opportunity. On what we are going to do, the first thing we have done is brought in transparency. We are going to see what the BBC says in the next few weeks, when it will publish more on on-air presenters, and we do not rule anything out.
ParlaMint-GB_2018-01-09-commons.u269	With some trepidation, I declare my interest as chair of the all-party parliamentary group on the BBC. The BBC promised to publish pay gap data and an independent audit on pay. This it has done, and the independent legal and accountancy firm doing the auditing found no systematic gender discrimination. The final review of presenters, editors and correspondents will be published shortly. Given that the BBC is required to deal in facts, does my right hon. Friend agree on the need to wait for that review before this House rushes to judgment?
ParlaMint-GB_2018-01-09-commons.u270	Of course the BBC has to deal with this objectively, but some very serious allegations have been raised. The BBC has said that it is going to get to the bottom of it. It must get to the bottom of it, and we will hold it to that.
ParlaMint-GB_2018-01-09-commons.u271	I, too, declare an interest as a member of the APPG on the BBC. As such, I, too, welcome the BBC’s commitment to publish gender pay gap data and its independent audit of pay for most of its staff. However, the problem is that the BBC is in breach of the Equal Pay Act 1970. Surely 47 years is enough time to get its house in order.
ParlaMint-GB_2018-01-09-commons.u272	One might have thought so. Now, thanks to the transparency measures that we have brought in, we are going to make sure that that happens.
ParlaMint-GB_2018-01-09-commons.u273	The BBC website reported yesterday that since 2011 so few equal pay cases have been formally recorded as having a successful or an unsuccessful outcome at tribunal that the Ministry of Justice has both figures at 0%. We know that these figures do not reflect the reality and that a large proportion of cases are either withdrawn or settled away from tribunal. Does the Secretary of State agree that this method of reporting prevents us from having a true understanding of the actual figures involved?
ParlaMint-GB_2018-01-09-commons.u274	We have brought in stronger laws to ensure that there is transparency, not only at the BBC through the royal charter but statutorily for all large organisations. We have taken action in this area because it is very important to get to the bottom of it.
ParlaMint-GB_2018-01-09-commons.u275	Gender pay discrimination is partly a symptom of a much wider problem of sexist attitudes that prevail in too many large organisations. May I remind the Secretary of State that it is less than 24 hours since a colleague of his at the Dispatch Box defended the appointment of Toby Young as universities regulator for England, and less than two hours since another colleague at the Dispatch Box defended the offer of a state visit to Donald Trump? While I would agree with a lot of the Secretary of State’s criticisms of the BBC, will he not accept that if the Government are going to throw stones at the BBC, they should get out of the glass house they are in and stop rewarding such blatant and horrific examples of sexist behaviour elsewhere?
ParlaMint-GB_2018-01-09-commons.u276	As I say, tackling the sort of unequal pay that we have seen at the BBC is very important. That is why we brought in the measures that we did, which I took through Parliament as the Bill Minister and which we are very proud to have brought in.
ParlaMint-GB_2018-01-09-commons.u277	Sky News did some research in the summer that showed that the vast bulk of the best-paid BBC journalists went to a private or selective school and that we can count on the fingers of one hand those who did not. Does the Secretary of State agree that while there is much merit in pursuing this case, we have to end the self-serving, self-selecting elite bias in the appointments to some of the best-paid public sector jobs in this country?
ParlaMint-GB_2018-01-09-commons.u278	I have a lot of sympathy with what the hon. Gentleman says. Making sure that we have equal opportunities is not only about the protected characteristics in the Equality Act; it is also about social background and making sure that people from all backgrounds get an equal chance.
ParlaMint-GB_2018-01-09-commons.u279	I thank the Secretary of State for his responses so far. The BBC has been guilty of discrimination and a gender pay gap differential. The national average gap of 18.1% is wrong, but it is hard to understand the satisfaction that the BBC seems to have and the feeling that 9.3% is not too bad. Does the Secretary of State agree that whether the figure is 18.1% or 9.3%, the BBC needs to put in place action to ensure that all receive equality of pay immediately?
ParlaMint-GB_2018-01-09-commons.u280	The BBC would do well to reflect on the discussions that we have had in this House this afternoon, where we have seen, unless I am mistaken, unanimity from every single Member in demonstrating the need for action that we, as a House, hold to. The defence that, as an organisation, it is better than others and better than the average is frankly not good enough, not just because everybody should be doing better, but because the BBC should be held to a higher standard as a treasured national institution and our national broadcaster.
ParlaMint-GB_2018-01-09-commons.u281	With permission, Mr Speaker, I should like to make a statement on the Parole Board’s decision to release John Worboys and the Government’s response to the issues raised by this case I should like to start by echoing the statement made by my predecessor at the weekend, and expressing my unreserved sympathy to all the victims. They will never erase the emotional trauma of John Worboys’ crimes, and the Parole Board’s decision to order his release must have brought back painful memories. These were horrific crimes, and I take the concerns raised, including by many colleagues in the House, very seriously John Worboys was convicted of 19 offences in 2009, and received an indeterminate sentence of imprisonment for public protection with a minimum tariff of eight years in custody. Following the expiry of the tariff, he was eligible for review by the Parole Board, which was required to consider whether to release him. The board reviewed his case at a hearing on 8 November 2017, by which time he had served 10 years in custody, including a period on remand. A three-person panel considered a detailed dossier of evidence. Its subsequent decision to release him was communicated to my Department on 3 January There are two main concerns in respect of the contact with victims that I think it essential to address today: whether the correct procedures were followed in this case, and whether those procedures are right or improvements are needed. Turning first to whether procedures were followed in this case, all victims of the crimes for which John Worboys was convicted have a statutory right to receive information about parole hearings and decisions under the victim contact scheme. On the basis of the information I have received since arriving in the Department yesterday, it appears that, in relation to these victims, those who opted to remain in contact via the VCS were informed of the parole hearing. Of the victims currently in contact with the scheme, those who chose to be informed of the Parole Board decision by phone or email were contacted immediately on 3 January, although I have just become aware of the case of a victim who did not receive the email. Letters were also sent immediately to those who chose to be informed that way, but these of course took longer to arrive. Some victims entitled to this contact chose not to opt in, which is of course their right Any victims whose crimes were not prosecuted do not fall within the statutory remit of the VCS, so the arrangements are different. Discretionary contact can be considered, but in this instance, the National Probation Service has no record of any requests for discretionary contact While it appears that the correct procedures were followed, the fact that some victims learned of the decision from the media suggests that there is a need to review those procedures and examine whether lessons can be learned and improvements can be made. It is a priority for this Government that victims of rape and sexual assault have full confidence in the criminal justice system. Sentence lengths for these horrific crimes have increased by over 30% since 2010 and more victims are coming forward, but there is still more to do. I should be absolutely clear that I think the Parole Board should remain an independent body, responsible for making decisions about the ongoing risk that individuals pose after serving their tariff. However, I agree with my predecessor’s assessment that there is a strong case to review the case for transparency in the process for parole decisions and how victims are appropriately engaged in that process, and to consider the case for changes in policy, practice or Parole Board rules or other guidance or procedures, including the victims code With that in mind, I can confirm that I have instructed my officials to establish a review to examine these questions, and I will share more information on this shortly. I think it is appropriate that the Department leads this work, but that it consults victims’ groups and others. I have spoken to the Victims’ Commissioner, Baroness Newlove, and the chair of the Parole Board, Nick Hardwick, to discuss what changes we could make and how best to draw on their expertise and insight in this review. Finally, I note that the Chair of the Justice Committee, my hon. Friend the Member for Bromley and Chislehurst (Robert Neill), has signalled his intention to hold an evidence session, and my Department stands ready to provide the Committee with any information it may require I intend to prioritise this review, and it will conclude before Easter. I hope that this course of action reassures the House of the importance and priority I attach to the issue. As such, I commend this statement to the House.
ParlaMint-GB_2018-01-09-commons.u282	I welcome the new Secretary of State to his post, and I thank him for advance sight of the statement Our criminal justice system must always have the interests of the victims of crime at its heart. It is all too clear that victims of the vile crimes committed by John Worboys feel that this process has failed to do so, and such failings risk undermining public trust in our wider justice system. Many women—both the victims and others more widely—will be very anxious indeed about Mr Worboys being freed. The current legal restrictions on the Parole Board mean that we do not know why this decision was taken I thank the Secretary of State for his statement today. With respect, however, we do not need to debate whether there is a case for greater transparency. The Worboys case has underlined once and for all that there is a need for greater transparency, and the chair of the Parole Board has already called for this. Will the new Secretary of State for Justice therefore guarantee that his review will be about how to achieve greater transparency, and not about whether this is needed The failures go much wider than the rules governing the Parole Board. In fact, this whole matter has been dogged by failures from the outset. In 2009, John Worboys was convicted of 19 offences against 12 women, but the police have also linked Worboys to about 100 other cases. The public are asking questions about the failings in the police’s handling of the case, about why there were no further prosecutions and about failures of the victim contact scheme to notify victims of the parole hearing properly. The Worboys case raises so many serious questions that anything less than an independent end-to-end review into the handling of the case—from first reporting to the police of an attack right through to the Parole Board hearing—would let down the victims and the wider public The previous Secretary of State did not take up my request to undertake such an inquiry, but the new Secretary of State can bring a fresh perspective to all of this. He has the opportunity to reassure the victims and the wider public by going further than his predecessor and agreeing to an independent end-to-end review. That would be the right thing to do, and if he does so, I will congratulate him. I therefore ask the Secretary of State: will he agree to this proposal today There are also questions about whether wider problems in the justice system, a sector now subjected to the greatest cuts of any Department, have had an impact on this specific case. The failure to allow women victims the opportunity to participate in the parole hearing through written and oral statements, or to notify them of the hearings properly, was a real breach of their rights. The National Probation Service manages the victim contact scheme, and I would say that the House is all too familiar with the deep problems caused to probation by the chaotic reforms undertaken by the Secretary of State’s Government Does the Secretary of State believe that the changes to probation services have left the victim contact scheme more effective or less effective? Will he spell out today what his Department is doing to ensure that the scheme is functioning as it should and that we do not see a repeat of the failings witnessed last week? At the very least, will he consider amending the scheme so that victims opt out, rather than opt in to the system? Likewise, what is the Government’s assessment of the effectiveness of the current sex offender treatment programmes in prison? Last year, the Ministry of Justice found that its core programme actually increased reoffending among sex offenders. Does he know whether John Worboys was on one of the core programmes that were subsequently withdrawn? Will the Secretary of State take the opportunity to clarify what the current procedure is for prioritising which imprisonment for public protection cases are dealt with most pressingly? Are those on the shortest tariffs dealt with first Finally, I am pleased that the Government are now focusing on victims’ rights. However, in 2014, the High Court found that the Metropolitan police had breached the rights of victims of Worboys under the Human Rights Act 1998 by failing properly to investigate many of the crimes Worboys was linked to. That decision was later upheld by the Court of Appeal. I think that many will be surprised and disappointed that the Government—through the current Home Secretary and her predecessor, who is now the Prime Minister—backed taking Worboys’ victims to the Supreme Court last year. Will the Secretary of State take this opportunity to express regret for treating the victims in that way?
ParlaMint-GB_2018-01-09-commons.u283	I thank the hon. Gentleman for his remarks. He makes the case for transparency, as did Nick Hardwick, and I completely see and, indeed, sympathise with the argument being made. This case does demonstrate the need for us to look at the issue of transparency again, and it is important that we do so in some detail. I say to the House that I start off on the basis that more transparency is needed, as this case has demonstrated. The hon. Gentleman asked me about an end-to-end review. It is right that we focus on how we can make this system more transparent to provide reassurance to the public that it is working in the way that it should. That should be a priority, as should victim support. The hon. Gentleman asked whether the basis of the system should be not opting in but opting out. That is something that the review will be able to consider We must be sensitive to the fact that, whereas some victims of crime will be keen to be fully informed at every stage, others simply may not want to hear the name of that criminal again. Different people will have different views about how they want to be treated, and we need to find a system that accommodates both approaches I was also asked about prioritising cases. Clearly, there is a need to look at cases in which the tariff has been completed. They will be higher priority than cases in which the tariff still has some years to run. That is what happens in practice The hon. Gentleman raised the Supreme Court case. The matter is sub judice and I cannot comment further on it, but I reassure him and the House that we need a system that has the confidence of victims. That is what we all want to ensure.
ParlaMint-GB_2018-01-09-commons.u284	I welcome my right hon. Friend the Secretary of State to his new post. It is nice to see that it is still possible for a lawyer to become Lord Chancellor I thank my right hon. Friend for his offer of co-operation with the Justice Committee investigation into this matter. I welcome his statement. Will he bear it in mind that Professor Hardwick has indicated a greater desire for openness in the system, and consider the suggestions that he made in his Butler Trust lecture last autumn? Will he start very swiftly with reviewing the provision in the parole board rules that prevents the board from giving reasons for its decision, even if it might want to do so? Giving the reasons might help to reassure both the public and victims.
ParlaMint-GB_2018-01-09-commons.u285	My hon. Friend is right to raise that case. I met Professor Hardwick this morning and he is already participating in this debate. He has been making the case for greater transparency and, as I said in an earlier response, he makes a good case. There is a strong case for ensuring that the reasons for particular decisions are put in the public domain, where that provides reassurance.
ParlaMint-GB_2018-01-09-commons.u286	I welcome the Lord Chancellor and Secretary of State to his place, and I thank him for advance notice of the statement. I was pleased to hear him say that it is a priority for the Government that victims of rape and sexual assault have full confidence in the criminal justice system In Scotland, where these matters are devolved, we have put a huge amount of work into improving the prosecution of sex crimes, and Police Scotland works closely with the National Sex Crimes Unit—I was proud to be one of its first prosecutors nine years ago. In Scotland we have robust victim notification schemes. What has gone wrong with the notification scheme in this case is just one issue. There were also very serious failings from the outset in the way in which the police approached the investigation, and the House needs assurance that those serious police failings could never happen again. Can the Secretary of State give us that assurance It is concerning that, as Home Secretary, the Prime Minister intervened to support the police against victims who had successfully obtained findings in the lower courts that the police had been in breach of the Human Rights Act 1998 in the way they investigated them. I appreciate that, as the Lord Chancellor has said, those cases are currently sub judice, but can he give an undertaking that when the judgment is issued he will make a statement to the House about why the Government took the side of the police against the victims Worboys is going to be free later this month unless further charges are brought. We are all aware that there were many more Worboys victims than those in respect of whom there has been a prosecution. The Guardian has reported that the police say there is no live investigation, but it has also reported that the victims would like to see proceedings brought. Can the Lord Chancellor confirm whether any of those cases are still live? Will there be any further charges?
ParlaMint-GB_2018-01-09-commons.u287	Further charges are a matter for the police and the Crown Prosecution Service, and I am very limited in what I can say about that. What I can say is that of course it is a priority for us that rape and other sexual offences are pursued. As I mentioned earlier, sentences for rape have increased in recent years by approximately 30% on average. We take these matters extremely seriously, and we continue to ensure that these horrendous crimes are pursued. It is not for me to make a statement about likely further prosecutions in this particular case. We are talking about a case that was prosecuted in 2009, and I know that there is an ongoing debate about whether more cases should have been brought at that point. It is important that we learn the lessons from this case and, not just looking at the particular facts of this case, ensure that we have a victim support system that works for victims across the board.
ParlaMint-GB_2018-01-09-commons.u288	I congratulate my right hon. Friend the Lord Chancellor on his new role and thank him for coming so swiftly to the House on this solemn matter. It is shocking and unacceptable that victims learned of Mr Worboys’ impending release from TV coverage. I welcome his assurance that that will be investigated and reform will be considered, but can he tell us the size of the problem? How many other victims have found themselves suffering in that completely unacceptable way?
ParlaMint-GB_2018-01-09-commons.u289	I thank my right hon. Friend for her remarks. The scale of the issue is likely to become clear in the course of the review. This is a high-profile case, but I will not pretend that it is unique. I have recently become aware that one of the victims did not receive an email when she had requested it—that email was sent, but it was not received. The procedures were followed, but the decision to release Worboys entered the public domain quickly, which meant that victims heard about it before they received the letters. We need to learn the lessons from that to ensure that it does not happen again.
ParlaMint-GB_2018-01-09-commons.u290	I also welcome the Lord Chancellor to his post. He will note that some of the victims have still heard nothing from victim liaison officers and still do not know what the Parole Board terms are and whether this man may end up living near them. Given that Worboys had their addresses, will the Lord Chancellor urgently ensure that all the victims are contacted by victim liaison officers before this man is released? Given that some of them had no opportunity to put statements to the Parole Board, is he confident that due process has been followed in making this decision? Further to the Justice Committee’s point about greater transparency in Parole Board decisions, will the Lord Chancellor introduce changes to the statutory rules that would allow the board to make open the decision in this case, not just in future cases, so that people can see what the reasons were?
ParlaMint-GB_2018-01-09-commons.u291	The right hon. Lady makes an important point. There is clearly the potential to change the rules for forthcoming cases, but she particularly asks whether such a change could apply to cases that occurred before the change in the rules. I do not want to make any guarantees to the House at this point, because there are clearly complex legal implications and one would want to look at them, but if I may take that as a representation of what she thinks should happen, I very much take that on board On notification of victims, as I said, there will be cases where people do not want to be informed; there will be cases where people will want to receive a great deal of detail. We need a system that is sensitive to what victims want. The right hon. Lady raises the point about where Worboys will be and whether victims could be close by. The conditions of the licence are for the Parole Board, but I suspect I speak for the House as a whole when I say that we would expect the Parole Board to be sensitive to the concerns that victims might have about their safety, and indeed to the trauma of perhaps finding themselves accidentally in the presence of someone who has committed such terrible crimes.
ParlaMint-GB_2018-01-09-commons.u292	As the new Lord Chancellor, my good friend, knows—I welcome him to his post—I was the victims and the police Minister in the previous Administration. One reason for that was the justice side cannot really be taken away from the police and the Crown Prosecution side. In the files on his desk will be a draft Bill for a victims law, which has cross-party support, which I believe was in both Conservative and Labour manifestos, but one of the biggest issues is what is a victim. It is obvious to us what a victim is, but in law that is often very different; so where there has not been a prosecution, victims very often will not be informed in the same way as someone whose case has been before the courts. Why the Crown Prosecution Service did not prosecute as many cases as we all know about now must be investigated as part of the review, but we must put the victim first, and a victims law would be a very good way to start.
ParlaMint-GB_2018-01-09-commons.u293	I thank my right hon.—and very good—Friend for his comments. He is right; I believe that I do have advice on that very matter in my inbox, and I will want to look very closely at it.. He is absolutely right to say that it is important that the position of victims is properly respected. One of the first people I spoke to on taking office was Baroness Newlove, who has done some excellent work on the issue.
ParlaMint-GB_2018-01-09-commons.u294	I congratulate the right hon. Gentleman on his appointment. It is right that the Parole Board carry out its work to continue to review the backlog of prisoners serving IPP sentences. However, the public must have confidence that IPP prisoners are being released safely and responsibly. The decision to release John Worboys has undermined that confidence, and given that 3,000 IPP prisoners have been released since their sentences were abolished, what assurances can the Secretary of State give that public safety has not been and will not be compromised?
ParlaMint-GB_2018-01-09-commons.u295	The hon. Lady raises a fair challenge. It is important that public confidence is maintained. It is also right, though, that the Parole Board, as an independent body, makes the decisions; I do not detect a consensus in the House that this matter should be returned to the discretion of politicians. However, the Parole Board clearly needs to be very mindful of public perception. It is, I know, very mindful of the risks that could be created on somebody being released. That is the test that the Parole Board must meet in making these decisions.
ParlaMint-GB_2018-01-09-commons.u296	When a minimum tariff is imposed, can it be challenged on grounds of undue leniency; and given that the tariff is a minimum, why does the sole test applied by the Parole Board appear to be simply whether the criminal still poses a risk to others? What has happened to the concept that the punishment should fit the crime?
ParlaMint-GB_2018-01-09-commons.u297	Of course, the IPP cases are essentially historic in the sense that those sentences no longer apply; but while approximately 3,000 IPP prisoners remain in jail, it is a question of testing whether there is a risk to the public once the tariff has been met, as my right hon. Friend sets out. Of course, a different system applies to those who do not fall within the IPP test.
ParlaMint-GB_2018-01-09-commons.u298	I welcome the Lord Chancellor to his new job. He may be aware that on Friday, a cross-party group of 58 MPs wrote to his predecessor, to express our concerns not so much about transparency in decision making but about the right of victims to be heard by the Parole Board and for their information to influence decisions. His successor wrote back to us, stating that the victim support people had tried to make contact in October, for a hearing in November, with people with whom they had not had contact since 2009 Will the Lord Chancellor, in his review, look explicitly, not at the transparency of how decisions were made, but at how victims’ voices were heard as part of that process? If he is not satisfied, as it seems that many of these victims were not told how they could have their say, will he use his powers to instigate a judicial review of the decision?
ParlaMint-GB_2018-01-09-commons.u299	The hon. Lady raises an important point about victims’ voice being heard throughout the process. In the review, I want to focus on the areas that I have particularly set out, but it is important to look at the whole process of victim support and ensuring that the voice of victims is heard, so that it works for victims in the way that we all want it to work.
ParlaMint-GB_2018-01-09-commons.u300	I think my constituents in Kettering would take the view that we are far too soft in this country on punishing sexual offenders. None of them serves their time in jail in full; too many are released far too early; and many go on to reoffend once they have been released. Will the Secretary of State publish in the Library details of the number of sexual offenders who have reoffended upon release, and how those who are responsible for their early release are held to account?
