ParlaMint-GB_2015-12-04-commons.u1	I beg to move, That the House sit in private Question put forthwith (Standing Order No. 163).
ParlaMint-GB_2015-12-04-commons.u51	I am grateful to have the opportunity to speak in the debate and congratulate the hon. Member for Dudley South (Mike Wood) on bringing the Bill to the House. I have reservations that I want to put before the House, but I agree with the general consensus that the 1886 Act is in serious need of review and change. It is right and appropriate that we have arrived at that point today The starting point for any discussion on riots is understanding that the basis of our policing in this country is consent—it is a source of great pride, and countries throughout the world look at policing in this country and try to learn from it. That is the idea that our police do not routinely carry guns and do not police by force. They police alongside the general public, and the general public act as citizens alongside them in the matter of policing. When that consent breaks down in a catastrophic way, we experience riots, which we do from time to time in our communities Because we all pay our taxes, and because we supply the uniforms and the badge and contribute to the training of our police officers, we rightly and appropriately say that, when the consent breaks down, people should be compensated for their loss—obviously, in our country, the vast majority of us do not participate in that consent breaking down and would not dream of participating in a riot. The detail of what that compensation should be is described in the 1886 Act It was a devastating four days for my constituency. It was a devastating moment. In constituencies such as Tottenham, we do not want another riot in a generation. Fortunately in Britain, we do not have areas that are so crippled by social unrest that the prospect of regeneration and a future looks bleak. Parts of the United States—I think of the city of Detroit—effectively went bankrupt when industry left, people fled, populations fell and buildings lay derelict for year after year. We do not want that in any community in this country, which is why the subject of the debate is so important When catastrophic riot occurs to a community, we must do all we can to put that community back together as quickly as possible, so that we do not see business and industry flee such that economic activity can never occur in that community again. I said this at the time of the 2011 riots: the vast majority of my constituents, including the vast majority of young people, were terrified in their homes. They did not participate in the riots. Indeed, because of the nature of the 24-hour media these days, with flames going up and the same scenes being repeated over and over again, it was a red rag to criminals all over London to participate in those riots I spent a lot of time with those small business owners on Tottenham High Road. I also spent some time with small business owners in communities such as Croydon. These were the most decent people, people who get up very early in the morning and finish work very late at night and who, frankly, do not rely on the state at all other than when they are ill. They were devastated by what had happened to them in the rioting over those four days For the first time, we saw riots in parts of London—Clapham, Ealing, in the constituency of my hon. Friend the Member for Ealing Central and Acton (Dr Huq), and Enfield—in which we might not previously have thought we would see them. Somehow, this was a moment in time when we needed to take stock and to ensure that the arrangements were right not only for those individuals who lost their businesses but for those who lost their homes. I pay tribute to the men and women of my constituency who, the morning after the riots, standing only in their pyjamas, holding their children, had had their homes burnt to the ground. At the time, promises were made. A riot was declared, and it is appropriate that we return to the circumstances in which a riot is declared as that is covered in the Bill. The assumption is that that decision will be made by the police The Government then said, quite rightly, tough things about those who had rioted and said to the victims, “We will compensate you. We will put you back to where you were.” That was said by the Prime Minister, by the Mayor of London and by other city leaders across the country. Sometimes, when we see a terrible event, usually in a country a long way from here—an earthquake, a tsunami, a flood, a terrible and horrific natural event that disrupts lives and causes damage—we can go to a bank and contribute a little bit of money towards a relief fund. One gets the sense that the whole world combines so that people affected by the event can be brought back to normal. Why, then, did small business owners up and down the country find that three months, four months, six months, a year, two years or three years after the events of 2011 they still had not been compensated? I can think of one business in Tottenham that still has not been compensated It was a shocking example of bureaucracy out of control. The performance was patchy across different police forces, and patchy in partnership with the insurance industry. I was very critical of the insurance industry at the time, and the insensitivity of loss adjusters was extraordinary. People were weeping because of the hurdles they were being put through and how they were made to feel as though the rioting was somehow their fault. I must put these comments in the strongest terms because if I had some of those small business owners standing by my side they would expect me to say this. It was not a pretty sight. They said to me time and time again that if their business had been caught up in a tsunami in Thailand, they would have been better treated. They have said to me: “This was no fault of mine. I pay my taxes, I do not rely on the state, but my business is gone, I have had a heart attack. I can’t eat. I keep seeing flashes of the fire. Everything has been destroyed and a year later I have nothing.” Time and time again those were the stories we heard across the country.
ParlaMint-GB_2015-12-04-commons.u52	I strongly agree with what the right hon. Gentleman is saying, but does he recognise that the key part of this Bill, putting the riot claims bureau on a statutory footing, will address exactly the kind of issues that he identifies, such as the unnecessary and unacceptable delays in getting the money that is needed to the people who are trying to rebuild their lives and their businesses?
ParlaMint-GB_2015-12-04-commons.u53	The hon. Gentleman is right, of course. The riot claims bureau will be a step forward, but let us be absolutely clear about it. It sounds good, does it not, the riot claims bureau? We get the sense of bureaucrats hard at work somewhere in the Home Office as we speak. No one is staffing the riot claims bureau as a result of the Bill; I suspect it will be brought together rapidly in the event of a riot It is important to ensure that the expertise and knowledge are present, that there have been practice exercises and that there is understanding of the sorts of communities that experience such things. There must be a sense that we must put small businesses first on these occasions, because often the big businesses can defend themselves. Members might remember from the riots the atrocious behaviour of the head of JD Sports, who said that it was great that people were breaking down windows to grab trainers because it showed how important his products were. I would suggest that that chief executive can defend himself, but he was in a very different position from those on the high street I pay tribute to Sir Bill Castell, chair of the Wellcome Trust and one of the great industrialists of our country. He was chair of the High Street Fund, which did so much to support small businesses across the country. I will never forget Sir Bill ringing me up just a day after the riots, determined to make a difference and to bring big business together to support small business and to bring those funds to individuals. I will also not forget Bill’s consternation that months later funds had not been paid out under the Riot (Damages) Act and that when those funds were paid out, despite the fact that the High Street Fund was a charity relying on contributions from big business, they were discounted against that money. I say to the hon. Member for Dudley South, will we see that happen again In these circumstances, when there is philanthropy and charity and when human beings come on side and say that they will support somebody, that should not be discounted against the obligations of the state. We should not be saying that it is for charity to pick up the tab and reduce the burden that we all face as taxpayers when consents break down in this way. I know that Sir Bill felt very strongly about that and I hope that we might get an answer about what will happen in the future in this regard I come back to the point about the expertise. Will the bureau have the expertise? How many people will staff it? How will it be brought together? How will it be different from the patchy performance we have seen? For example, I understand that the police in Manchester performed quickly and were able to pay out quickly, although they had a smaller group of businesses involved, whereas the Met were woefully slow in paying out. That led to the then Leader of the Opposition coming to the Dispatch Box during Prime Minister’s questions and asking when businesses would receive their funds. He did that well over a year after the riots—the Met’s performance was that poor. It is important to understand what the bureau will look like and to make sure that it is not just a fancy name, but will work effectively I come to the role of loss adjusters. The hon. Gentleman is right that new-for-old compensation will mitigate some of the insensitivity that so many business owners said they experienced as they were quizzed about the age of their products, whether they were sure those products were in the premises, where they were in the building, why they could not get into the building, why their English was not good enough to fill in a form, and so on. I hope new for old will lead to a better system In these circumstances there should be a loss of earnings component. If we were able to pay out relatively quickly, the loss of earnings component would be reduced, which was not the case last time round when the process was so poorly handled. Many of us may not be here for the next set of riots in our country. I hope we are not here—I hope it is that far away—but if the claims process goes on for a long time, there is a terrible loss of earnings for small businesses. I can think of a wonderful mechanic’s business that was burned to the ground. It sat next to the iconic Union building in Tottenham that was also burned to the ground. I think of the wonderful Cypriot owner. He came to see me, devastated by the flooding and destruction of his family business. The road was shut off, the building next to it had been burned down and it was months before he could get into his business premises. He had a heart attack. He was laid low at home, panicking about the pressure of finance and money. I will remember that man and his family for the rest of my life. So I believe that loss of earnings should be a component of the compensation. Consequential earnings are also fundamental when the state breaks down in this way The cap of £1 million is right and totally understandable. It is important, though, that that cap is sufficiently high to compensate the vast majority of businesses. I think that that probably is the case, but I would like reassurance that it is index-linked and will rise. It is £1 million today, but what will it be in 50 years or 100 years? In areas of the country that are fragile, where there is deprivation or pockets of deprivation, we must not scare big business away because it fears that it would not be adequately compensated in the event of a riot. We must not do what has happened in other parts of the world, particularly the United States. It is important that private insurance is available for larger businesses for which, if they were to suffer a loss, it would be substantially more than £1 million It is easy to see how a relatively small business with stock could lose more than £1 million over several months in the circumstances. I am a little bit nervous about what the effect of the cap may be and whether it will harm regeneration and the prospect of those communities moving forward towards prosperity through regeneration. On the whole, people do not tend to riot if they have a job and a mortgage, but in parts of the country that cannot always be guaranteed, so it is important that big business is there, small business is supported, the £1 million cap is not too low, and that we are sure the insurance industry will provide support beyond that £1 million We need to be clear that under-insurance is common in the kind of communities that saw rioting in 2011 and communities where riots have historically taken place in this country. Because of the delicate margins with which businesses operate in such communities, there is often under-insurance. It was the people who were under-insured who paid the heaviest price last time round. They were able to claim from the High Street Fund, but that was discounted down the line. They were the ones who found it hardest to get payments under the Riot (Damages) Act in good time The 42 days feels like a long period. People know the riot has happened to them. They must know that there is some means of compensation. People say that on the news, but it does not reach them because they are in shock, because everything they own has been burned to the ground, and they have no paperwork, they have no ID, they do not know who they are. This is not just about shops; it is about homes as well. I am worried about the 42-day period. I can think of many constituents who would not meet that.
ParlaMint-GB_2015-12-04-commons.u54	It might help the right hon. Gentleman to know that if the Bill were to pass, that would be dealt with in regulations. Our intention is that the 42 days would be a notification period—a time for people to give notice that they were going to make a claim—but there would a further 90-day period to quantify that claim and provide further details. I hope I can offer him some reassurance that we are thinking carefully about lessons from 2011 and about time periods that will allow people to gather paperwork and quantify the amounts that they are claiming for.
ParlaMint-GB_2015-12-04-commons.u55	I am grateful for that indication. My hon. Friend the Member for West Ham (Lyn Brown) on the Opposition Front Bench also has the kind of constituency where I am sure she would recognise that, in our multicultural London, many businesses are run by people who speak English as a second language and who, in times of riots, are a long way from the state. That is because they do not rely on the state very much at all. Even notifying their intention to make a claim is not something that they would understand. Many of my constituents did not understand that they could make a claim. They simply sat with their head in their hands, under-insured and not aware that the state would support them in this way. They got to the understanding that they could make a claim because word about the High Street Fund spread quickly among the businesses alongside theirs. That was how they started to realise that they, too, could make a claim. I am grateful that the Minister has indicated some flexibility on that, but I wanted to stress my concerns that people might be caught out of the system I broadly welcome what has been said today, with some reservations about the nature of the bureau and the expertise that it will need, and real concern that we should understand the sort of areas that can experience riots in our country and why it is important that, as a nation, we support those communities There is a potential conflict between the Met declaring a riot and the fact that the budget comes from the declarer. I hope that the Minister will say a little more about the circumstances in which a riot is declared, because in 2011 the situation was so patently clear that it would have been very hard for the Met not to declare a riot, but that is not always the case. I remember just a few hours into the rioting the former Member for Holborn and St Pancras said to me, “Watch and see if it actually declares this to be a riot.” I would therefore like some reassurance about the circumstances in which a riot is declared, because that could be a source of contention When the London Assembly looked into the 2011 riots, it came to the view that the police were handling the situation so badly that the money ought to be in the local authority’s pot. There is some merit in that, because local authorities are much closer to local businesses and can liaise very intently with Government. The money is coming from the Treasury anyway—let us be clear about that—but how it works within Government is the big question. I had sympathy with the London Assembly’s view, although I think that it is important that the police understand that consent must not break down and that, if it does, it comes from their budget stream. There is a discussion to be had about that potential conflict. The Bill is settled on the money coming from the police. It is therefore important to understand the moment at which a riot is declared and how that decision is reached There was a sense in those early months that the Met was losing money as a consequence of having to give money out—that there was no extra money from the Treasury. We need our most deprived communities to be policed; we do not want all the money available to go to compensation. That is a complexity in the Bill that I think requires further explanation.
ParlaMint-GB_2015-12-04-commons.u56	It is a pleasure to follow the right hon. Member for Tottenham (Mr Lammy), particularly given his wide experience, his knowledge of the current legislation and the many concerns he has highlighted about it It is worth considering just how ancient the current legislation is. In 1886 Queen Victoria was on the throne, the Severn railway tunnel had just opened and, as the hon. Member for Ealing Central and Acton (Dr Huq) mentioned, Mercedes-Benz was experimenting with the first petrol engine, never mind thinking that someday there would be millions of them on the roads. There were also riots that year: one in west London and a couple in Northern Ireland, as we now know it, over proposed legislation for Irish Home Rule. It is also interesting to read the language of the 1886 Act. It refers to “persons riotously and tumultuously assembled” I wonder whether many people might think that I could make a claim if my phone was damaged during Prime Minister’s questions on a Wednesday It is clear that the current legislation has come to the end of the line and desperately needs an overhaul. We all hope that riots do not happen and that order is kept, but it would be unrealistic to believe that there will not be another incident in the next 20 or 30 years that requires modern riot damages legislation. As several Members have noted in interventions, the age of the current legislation means that it is no longer fit for the modern age. For example, many small businesses depend on a van or mobile equipment. Even if they were compensated for damage to a shop or to putative premises, the loss of a van or vehicle would cause far more damage.
ParlaMint-GB_2015-12-04-commons.u57	What struck me when I was self-employed is the fact that rioting, terrorism and even political activity—that could cover what we do in this Chamber—are excluded in certain forms of insurance for commercial properties, especially for the self-employed. Does my hon. Friend agree that that should also be considered?
ParlaMint-GB_2015-12-04-commons.u58	My hon. Friend makes a strong point. That partly reflects the change of era. There was terrorism in the 1880s, but its impact was very different from what a Semtex explosion would do today. The nature of terrorism has changed so greatly, as we saw in the recent attacks in Paris, with the use of automatic battlefield weaponry. In 1886, an automatic weapon was a Gatling gun, which needed a crew to operate it. Sadly, today’s automatic weapons can be carried quite easily. It is therefore absolutely right that we update the legislation. We should give the Bill a Second Reading and then in Committee look in detail at how we can make it suitable for the modern era. On political activity, for example, were the recent events at the Cereal Killer Cafe a disturbance or a riot? My hon. Friend sums up the issues perfectly. In Committee we will look in detail at where we should draw the lines, using modern language, not language that was suitable in the late 19th century It is also worth dwelling on the fact that the current legislation—it seems laughable to describe something from the 1880s as current—means that there is strict liability on the police. As has been mentioned, the areas that have been affected by rioting tend to be those areas that rely most on their local police force. If the local police force ends up picking up the bill for a very large amount of riot compensation, ultimately that is likely to be paid for either by putting additional taxes on communities that are least likely to be able to afford them, or by cutting police provision, and that would be in an area that had just suffered rioting and might therefore require more police provision. I respect the Government’s intervention after 2011 to prevent that from happening, but that is not guaranteed for the future. That is another reason why it is vital to update the legislation so that it is not just one community taking the risk As we heard in an earlier speech, some police forces could be bankrupted by a large-scale riot that affected particular commercial interests in their area. That is just not a sensible position to be in. That could also act as a disincentive to have economic activity in the local area. If we know that for some reason there might be a public order disturbance—even a once-in-100-years scenario —and that a particular economic interest could be damaged or destroyed, we would know that ultimately we might end up copping the whole bill for compensation. A review of that situation is long overdue Therefore, I also think that it is right to include the £1 million cap. Statistics from the House of Commons Library suggest that about 99% of claims made in 2011 would be covered under these proposals. To be clear, this will not be denying justice to thousands of interests; it is about having fairness between the large interests that are the most able to protect themselves and the smaller interests that find it the most difficult.
ParlaMint-GB_2015-12-04-commons.u59	Not only would 99% of the claims that were paid following the 2011 riots have been unaffected by the £1 million cap, but over 80% of the claims paid in 2011 paid for insured claims, so that money was effectively going straight to the insurance companies.
ParlaMint-GB_2015-12-04-commons.u60	I thank my hon. Friend for that intervention. As he says, the result is that a lot ends up going to the insurance companies, although I think that we will need to consider carefully the impact of any change, because, as my hon. Friend the Member for Morecambe and Lunesdale (David Morris) and the right hon. Member for Tottenham have pointed out, ultimately insurance is based on the premiums paid by people, so there is a balance to be struck. If the risks to insurers increase and the amount they have to pay out increases, much of that will likely be recovered through increased premiums. That is why we will need a good discussion about that in Committee. [Interruption.] I see the hon. Member for West Ham (Lyn Brown) nodding. It makes sense to update the legislation I was particularly struck by an intervention by the hon. Member for Croydon North (Mr Reed) on my hon. Friend the Member for Dudley South (Mike Wood). He said that people who had tried to help out their neighbours with a charity collection found that they had probably ended up helping out those responsible for paying compensation. The Bill Committee should look at that. People who give money and assistance voluntarily and out of the goodness of their hearts would not want to think that they were, in effect, saving money for the person who was supposed to pay compensation. They are de minimis amounts, but the details should certainly be looked at in Committee On limits placed on compensation, it is right to discuss the role of the taxpayer in protecting people against the breakdown of public order and the legitimate role of private insurance. There are other crimes whereby, if someone is not insured, they will not be compensated for their losses. Nobody chooses for their shop or premises to be affected by a riot, or to have their home burgled or for someone to steal large amounts of money from them. Nobody chooses for someone to commit arson and set fire to their business, potentially causing huge amounts of losses and, in some cases, putting them out of business. It is important that we look at the traditional approach taken to riots, but we must also balance that with what is appropriate for private insurance, particularly with regard to consequential loss. It is difficult to know where to draw the line, which is why it makes eminent sense to have a more modern definition The current time limit is also a subject of debate. It has been proposed that there should be a 42-day limit during which people could make an initial claim. As I said in an intervention, I suspect that not many people, including virtually everyone in this House, were aware of the impact of the Riot (Damages) Act 1886 until after the 2011 riots, which brought the issue suddenly to the fore. It would probably be much easier for various communities to understand modern legislation. I was reassured to hear the Minister say in an intervention that, under the 42-day limit, people could simply say, “I am likely to submit a full claim.”
ParlaMint-GB_2015-12-04-commons.u61	indicated assent.
ParlaMint-GB_2015-12-04-commons.u62	The Minister nods. It makes sense that people should not have to get absolutely everything together and that they would then have a further 90 days to make the full claim. That could be explored further in Committee, but it will give anyone affected by a riot, who will clearly be going through emotional distress and experiencing financial problems, the opportunity to flag up their claim and then submit the detail. That is far fairer than the current situation. If we do not agree to give the Bill a Second Reading, we must remember that we will end up not in a better position, but with that laid out in 1886, which has made it extremely hard for many people who are not conversant with the financial system. Unlike larger businesses, many smaller businesses do not have an accounts department to file a claim for the compensation they are due. That is another good reason to support the Bill On the provision on the replacement of property, it is bizarre to argue in favour of old for old. As my hon. Friend the Member for Dudley South touched on in his introduction, that means that people have to find something that matches what they have lost. It is unlikely, particularly in the aftermath of a riot, that they are going to find a five-year-old piece of equipment of exactly the same make and in exactly the same condition as that which has been lost. That is why insurance has changed from an old-for-old and like-for-like approach, as was the case in the Victorian era, to allowing people practically to replace an item On the limitation of damages, I suspect that many businesses that get same-for-same compensation end up using consequential loss compensation to find the piece of equipment they need to replace the item for which they are being compensated. Businesses in more deprived communities are less likely to have the most modern, advanced and expensive equipment, so they spend a lot of time trying to find a new piece of kit, whereas a large business can bring in replacement equipment from elsewhere as part of its existing renewal process. The proposed reform is eminently sensible. It will put smaller businesses in the same position as their wealthy counterparts. They will be able to buy a replacement and avail themselves of the compensation at a later date. Many Members have indicated how important that is and I think it is the most sensible change among a raft of very sensible changes proposed by the Bill It is also appropriate to introduce a structure to decide what constitutes a riot. I also agree with the proposal to transfer claims nationally if more than one area is affected or there is a particularly significant riot. Clearly, the Committee will discuss the detail—it is not a matter for the Second Reading debate—but the proposed provisions make eminent sense. I look forward to them being fleshed out in more detail in Committee It has been a pleasure to speak in this debate and to have heard some of the other comments that have been made. I thank my hon. Friend in particular for the work he has done in promoting the Bill. We should give it a Second Reading so that we can have riot damages legislation that is fit for the 21st century, not the needs of the 19th century.
ParlaMint-GB_2015-12-04-commons.u63	It is a great pleasure to follow my hon. Friend the Member for Torbay (Kevin Foster), and I congratulate my hon. Friend the Member for Dudley South (Mike Wood), who is the proud son of a west midlands police officer. I know from my dealings with him on matters to do with West Midlands police and fairer funding that he is a strong advocate for law and order and justice in the west midlands. I commend and support the Bill. The right hon. Member for Tottenham (Mr Lammy), who is no longer in the Chamber, made a powerful speech in the shadow of the 2011 riots, which were obviously a great shock. What started as a local, limited protest burst into rank criminality. Ordinary individuals going about their daily lives found themselves embroiled in terror, violence and damage to property on an unprecedented scale in my lifetime. Even in daylight hours, ordinary people were being abused by feral elements in our society At the time, the police cautiously and correctly went about extinguishing those four days of violence in our society. Following on from that, the Prime Minister made many telling remarks, including that we would hunt down those responsible and bring them to justice. That is exactly what happened. I was pleased that the judiciary listened to the public voice on that occasion and handed out some exemplary sentences to those who had rioted. There was much talk in the newspapers about people being sent to prison for stealing relatively small items such as bottles of water, but it was the aggravated nature of the criminality that counted in this respect. Our authorities did their job and correctly followed through on what they had promised. The only area where there were problems—this has been mentioned by many hon. Members—related to compensation and delays to compensation. One of the main reasons for that was that they were acting under the auspices of antiquated and outdated legislation The Bill, which I hope will proceed to the Committee stage, correctly defines “riot”. It gives it a much more modern, telling and understandable definition. It tidies up much of the antiquated language used in the late 19th century. As the right hon. Member for Tottenham mentioned, it is difficult for people who do not have English as their first language to understand what constitutes a riot and to apply for compensation under the 1886 Act.
ParlaMint-GB_2015-12-04-commons.u64	I am sure my hon. Friend would agree that many people for whom English is their first language would find it difficult to understand the definitions in the 1886 Act.
ParlaMint-GB_2015-12-04-commons.u65	English is my first language, and I, too, find it very difficult to understand fully the wording of the Act. That is not the only reason, but it is another reason why we need this update. Let us not forget that the Bill comes after very extensive, independent reviews, such as the Kinghan review. I welcome the fact that there is a lot of thought and consideration behind the Bill. We can see that in the careful way that many of its measures have been drafted and in the way it has been promoted by my hon. Friend the Member for Dudley South, who has worked incredibly hard on it My hon. Friend the Member for Torbay focused extensively on the provision of new for old, and I completely agree with him. As someone who worked on a range of financial matters, particularly personal finance, for the best part of a decade and a half, I must say that I know of no insurance policy that would replace items on an old for old basis. That almost disappeared 20 or 30 years ago, so to continue to insist that an item is replaced by one of a similar age is, frankly, ridiculous and completely out of kilter with modern society and modern insurance practices. The provision of new for old will give greater clarity and certainty for all those affected by riot, including small businesses The cap of £1 million per claim is eminently sensible. As I understand it, if there is a claim of £1 million for a building, there may be a separate claim by another individual for the loss of its fabric and other elements. That aspect takes good account of rising modern property prices. The advent of a riot claims bureau is also welcome. I want to know a bit more detail about exactly how it will work, but I am sure that that, like many other elements of the Bill, will be examined in Committee The Bill reflects the reality of modern insurance patterns not only in the provision of new for old, but, frankly, in recognising the existence of the motor car, which did not exist in 1886. I believe it does not make provision for third-party cover. As someone who has written about insurance and other financial matters, I know that third-party car insurance is almost extinct. In fact, if someone applies for a quote on a website, they will almost invariably find that car insurers’ quotations are higher for third-party cover than for fully comprehensive cover. To be honest, car insurers think someone taking out third-party cover is a bad insurance risk per se, so they are unlikely to write the business. It is good that the Bill covers the modern car, as well as tools and other items that may be left in vehicles overnight The Bill will allow for compensation to be paid more quickly, which we all desire. The proof of the pudding will of course be in the eating, but as my hon. Friend the Member for Torbay said, if the Bill does not go into Committee, we will simply be left with the 1886 Act and we already know how it works—or does not work—in relation to compensation. I do not agree with the idea that legislation should be introduced just because something must be done, but the fact that the Bill has already been considered extensively by an independent review reassures me that such matters will be looked at further I share some of the concerns expressed by the right hon. Member for Tottenham about the 42-day limit, so I welcome the Minister’s comments. I look forward to seeing how that plays out in Committee in catering for those who, as the right hon. Gentleman said, may be suffering a great deal of shock, may not have English as their first language and may need a gentler approach to time limits and more understanding in relation to time barring My hon. Friend the Member for Torbay asked whether the Bill would lead to increased premiums. Most claims will be paid out up to the £1 million cap, but, knowing the insurance market, I genuinely believe that the effect on premiums would be very marginal. Home insurance is in fact a very profitable business, unlike—strangely enough—car insurance. In the past 20 years, the car insurance industry has made a profit from writing its policies on only four occasions. Home insurance is generally quite a cash cow—a Steady Eddie, as it were—for the insurance industry. Let us not forget that there are moves ahead to help out on insurance premiums, such as by clamping down on the compensation culture and the no win, no fee blight in our society. Looking at it in the round, the effect of the Bill will be very marginal and will not be felt to the degree that some people fear Some legislation is brought forward almost because it is said that something has to be done and this feels as if we are doing something—I always vehemently oppose that aspect of lawmaking—but the Bill advances and upgrades the law, makes it more relevant to our society and sets us on a new footing so that if such an awful eventuality happens again, we can, I hope, respond more quickly and in a better manner.
ParlaMint-GB_2015-12-04-commons.u66	I draw the House’s attention to my entry in the Register of Members’ Financial Interests. I hope that none of the properties I own is ever affected by a riot, but that is a theoretical possibility I rise to speak briefly in support of the Bill. I congratulate my hon. Friend the Member for Dudley South (Mike Wood) on introducing it this morning. It is a pleasure to debate a Bill that does not seek to add further cumbersome regulations or which creates more problems than it seeks to solve We have heard a lot about what happened in London in 2011, but, as the right hon. Member for Tottenham (Mr Lammy) mentioned, Manchester and Salford were also affected by riots in the summer of 2011. In August 2012, it was reported that Greater Manchester police had paid out £442,000 for uninsured claims and £584,000 for insured claims under the Riot (Damages) Act 1886. It was a very big story locally. The right hon. Gentleman mentioned JD Sports, which has its headquarters in the borough of Bury. It was one of the companies affected when its store in Manchester was looted As hon. Members have said, the riots demonstrated the need to look again at the 1886 Act and to update what is widely accepted to be archaic and out-of-date legislation. While updating it, however, we will still maintain the principle that as the police are responsible for the maintenance of law and order, they should be liable if law and order breaks down and a riot breaks out. The Kinghan review, which was set up to look into how the 1886 Act could be improved, decided that maintaining such a statutory principle was the best way forward, but we could have provided for these losses to be dealt with as losses for uninsured motorists are dealt with through the Motor Insurers Bureau. I agree that we should maintain the existing principle from 1886 The legislation has to deal with the competing interests of taxpayers, whom the Government want to protect by restricting the amount that is paid out, and uninsured businesses and individuals, who need to be protected when they are affected by loss. It makes absolute sense in the 21st century that the legislation should cover vehicles I agree that there is a simplicity in having a cap on claims of £1 million, but the amount needs to be kept under review. We do not want to think in 40 or 50 years’ time, “Oh dear, we should have reviewed that £1 million limit because it is woefully inadequate.”
ParlaMint-GB_2015-12-04-commons.u67	To reassure my hon. Friend, there is provision in the Bill for the sum to be amended by regulation, without the need for primary legislation. The intention is very much for the £1 million to increase as appropriate.
ParlaMint-GB_2015-12-04-commons.u68	My hon. Friend is right that that ability is written into the Bill, but it requires the Government to take a proactive approach and make use of it.
ParlaMint-GB_2015-12-04-commons.u69	On the very sensible point that the hon. Gentleman is making, is he worried, as I am, that the Government will recognise that £1 million is inadequate only after another riot? It is very unlikely that the Government would return to the limit between riots, because there would be no reason to do so.
ParlaMint-GB_2015-12-04-commons.u70	That is my concern. We need an assurance from the Minister that someone will look at the limit every few years because, as the right hon. Gentleman says, there is a danger that the legislation will be dusted down and looked at only after the event, as happened after the 2011 riots, when everybody realises that it is woefully out of date. A proactive approach is therefore needed Where I perhaps part company with the right hon. Gentleman is on whether the riot claims bureau should be a permanent body. Was he suggesting it should be?
ParlaMint-GB_2015-12-04-commons.u71	No.
ParlaMint-GB_2015-12-04-commons.u72	No, he was not suggesting that. I would not have agreed with that. I do not think we could set up such a body and have it permanently in operation.
ParlaMint-GB_2015-12-04-commons.u73	Given the infrequency of riots, it would be quite a nice job to have, because someone would not work very hard, would they?
ParlaMint-GB_2015-12-04-commons.u74	That is the point I am making. Thinking back to the Toxteth riots in the early ’80s, they are mercifully infrequent In urban areas that are seen as most at risk, it would make sense to have a stand-alone leaflet available that could be distributed in the event of a riot, so that business owners and affected individuals could be given information simply and straightforwardly in the immediate aftermath to put their minds at ease. They would then know what they needed to do and that they needed to do it within 42 days, or whatever the limit was. They would be aware straight away of the need to take action. In this day and age, there could also be a permanent website after the Bill reaches the statute book, as I hope it will, that can be found easily by somebody who does a search on the internet.
ParlaMint-GB_2015-12-04-commons.u75	I am certain that when the right hon. Member for Tottenham (Mr Lammy) went around all the destroyed buildings and spoke to the people whose livelihoods had been ruined, he told them, “This is what you’ve got to do.” I entirely endorse the point that an aide memoire should be available immediately to people who wanted to help, particularly Members of Parliament. This is a situation where Members of Parliament can help out big time. When there is a riot, it affects us directly, and that goes straight the way through local government. MPs should be there in protection of their constituents. They should have an aide memoire in their pocket that says, “Sign there”.
ParlaMint-GB_2015-12-04-commons.u76	I am grateful to my hon. Friend for his support on that point In conclusion, I congratulate again my hon. Friend the Member for Dudley South on introducing the Bill. He is absolutely right that the legislation should be updated and the archaic language replaced. It is one of the key requirements on us as legislators to produce legislation that can be understood not just by us, but by those who have to use it outside this place—in this case, by the police and members of the public who may be affected in the event of a riot. That is what the Bill seeks to do. I wish it well and hope it has a speedy passage through this House. [Interruption.]
ParlaMint-GB_2015-12-04-commons.u77	Sorry, Madam Deputy Speaker; I was sat quite comfortably, waiting for the hon. Member for Bury North (Mr Nuttall) to perform his usual tour de force to the Chamber, and thought I had more time I congratulate the hon. Member for Dudley South (Mike Wood) on bringing the Bill before the House. I was saddened to hear that his popularity has declined. I hope that it does not spoil his Christmas. I was rather worried to hear the story about the rogue squirrel. As a city girl who has only just started to experience these creatures in her back garden, it has made me a little more wary of coming into contact with them The riots that blighted many of our cities and towns in August 2011 were a truly destructive event. More than 5,000 crimes were recorded in just a few days, five people lost their lives and it has been estimated that the material cost of the London riots alone was over half a billion pounds. That material cost has fallen on the public, local businesses, the police and the taxpayer during a period of harsh economic conditions As we have heard today, the existing legal framework for compensating the victims of riots has proven to be inadequate. It is therefore right that we consider carefully how the financial burden of any future riot events should be shouldered The House has heard that there is an established principle that the police are liable for damage incurred during riots. There is an implied contract between the public and the police: the public will respect the authority of the police and, in return, the police will secure law and order for the public. It has been contended that when riots break out and property is damaged, the police have failed to keep their end of the bargain and are therefore strictly liable for damages incurred As we have heard a number of times today, that principle is enforced through the Riot (Damages) Act 1886. It was perhaps inevitable that a 130-year-old piece of legislation did not prove to be up to the task of handling the aftermath of the 2011 riots, which were as widespread and destructive as any we have seen for a generation. The language of the Act, as Members have said, is archaic, defining riots as “persons riotously and tumultuously assembled together” That sounds like a decent football match.
