ParlaMint-GB_2015-12-11-lords.u1	That the order of commitment be discharged.
ParlaMint-GB_2015-12-11-lords.u34	My Lords, I opened my comments this morning by referring to the film “Groundhog Day”. I did so in jest and it was not taken seriously but, as we go through the Bill, I am beginning to think that it has more to say to us than I had thought Like the right reverend Prelate the Bishop of Bristol, I am quite confused about the Government’s position on this. I am sorry to keep going on to the Minister, who I know is in a good place on many of these issues, but what is happening? She said, in a very strong statement, that there was no reluctance to act; on the other hand, she was quite careful to cover herself and said that that did not mean legislation. Yet, as we have heard, the Prime Minister himself—her boss—has jumped in and has said that legislation will be in place by 31 December, even though we think the date will be 30 April next year. I am not an expert on these matters and I certainly do not want to cause the Committee more confusion, because we want to get through this business today and make sure that the Bill goes on its way. However, it would be helpful if, either now or before the end of this Committee, we had a very clear statement Like others, I think this whole area needs people who are keen to see movement on it to get round a table and work out what can be done. If the Government are to go ahead with their own agenda, I am sure the promoters of the Bill, and the noble Baroness, Lady Howe, in particular, will want to get behind that and support it. However, as we know, legislation and legislative time is very difficult to arrange, so, if the Government decided that they had to legislate, it would be completely ridiculous to lose the opportunity available to us here today. We on this side of the House are very willing to support what is necessary to do this—we are not oppositional on this matter—but we are confused.
ParlaMint-GB_2015-12-11-lords.u35	I thank all noble Lords for their comments. I start by addressing the conflation of some issues and the confusion that has been raised. On the confusion regarding the filters regime and its legality in terms of Europe, we must legislate to make our filters regime legal according to the new net neutrality regulations. The date for that is by December 2016. To be clear: we need to do something to keep our existing regime viable and functional under the law. That is the first thing. As the noble Lord, Lord Morrow, so aptly presented in his comments, the Prime Minister said that we would legislate to make sure that our filters regime is legal under European law It is not fair to insinuate that by challenging the vehicle we are somehow not supporting or speaking up for children. That is so far from the truth. The noble Earl, Lord Erroll, said that filters are not a silver bullet and explained to us how technically they work. The work being done by the British Standards Institution and the Digital Policy Alliance to define a standard for things such as age verification is vital to staying ahead of this problem. If the result of this work is something that the ISPs can then adopt, we will have an evidence-based technological solution that will support us going forward. That is much better than trying to tell the ISPs how to do it. We are looking to experts and developing an evidence base so that we can do this properly and voluntarily. The ISPs have said that they are willing to take that on board When the Digital Policy Alliance reports back to tell us how this can be done effectively, it will take time for these companies to go back to their engineering teams and develop solutions that enable them to implement those recommendations. That all takes time. You cannot legislate for that today. We are not talking about whether we are committed to it or the industry is committed to it.
ParlaMint-GB_2015-12-11-lords.u36	I do not think anyone is denying that it will take time to implement things. Clearly, the time taken will be the same whether it is a voluntary scheme or written in legislation. But if you have legislation, those timetables become much firmer and the opportunities for prevarication and delay start to disappear. No Member of this House is ignoring the fact that it will take time. It is a question of what degree of urgency is being put on this and the extent to which you are guaranteeing that these things happen.
ParlaMint-GB_2015-12-11-lords.u37	I thank the noble Lord for his intervention. The commitment to this is voluntary and clear. Of course it will take time, but it is evolving. The action of the industry is voluntary and the process has to be consultative. The UK Council for Child Internet Safety meets and provides an evidence base to the ISPs and the industry about what we know and how they should act—it is doing that. We are just talking about the vehicle to get us there, and we think we have a better approach. We will consult on age verification and bring something forward, enshrined in law or in whatever way we think is best, to ensure that the filters regime stays in place We have re-opened the conversation about many issues today. This particular amendment was on whether we should specify that Ofcom’s reports on filtering content and age-verification policies are set out as a duty. We are way beyond that at this stage. Ofcom is about to produce a report later this month that does just that. Therefore, the Government’s perspective is that this is already being done by Ofcom and there is no need to enshrine it in law.
ParlaMint-GB_2015-12-11-lords.u38	My Lords, I am very grateful to all those who have spoken in this debate today. I have listened intently to what has been said by all noble Lords and, in particular, by the Minister. I detect real concern around the Committee on this very important matter. It has been very useful to reflect on the need to engage with all ISPs, both on the filtering regime to help keep children safe online and on Ofcom’s reporting role. The Minister has seen that there is a real concern about the issue, and I wonder whether she might be willing to meet concerned Peers to discuss the way forward on this important matter.
ParlaMint-GB_2015-12-11-lords.u39	I would be absolutely delighted to meet noble Lords on this matter. In fact, maybe some noble Lords might want to join us at the UK Council for Child Internet Safety, where many of these issues are raised and discussed, and where evidence-based teams go off and research then report back with excellent suggestions that are taken on board by industry. That is a collaborative approach and ensures that, as issues arise, we can react—as an industry, as government and as NGOs, working in partnership.
ParlaMint-GB_2015-12-11-lords.u40	I thank the Minister for her very positive response and look forward to that meeting in the not too distant future. At the outset, I made it clear that this was a probing amendment. Therefore, for the moment, I beg leave to withdraw my amendment.
ParlaMint-GB_2015-12-11-lords.u41	My Lords, I am very pleased to speak in support of Amendments 4 to 7 from the noble Baroness, Lady Howe, to which my name is attached. No one can read the very important 2014 ATVOD report and not be convinced about the child safety imperative to provide some kind of regulatory framework for dealing with online pornography, which is projected into this country mainly from websites located abroad As the noble Baroness, Lady Howe, will tell us, that report demonstrated that 23 out of the 25 pornographic websites most frequently visited by people in this country are located outside of the UK. To this end, I am of course pleased that this year’s Conservative manifesto committed to introducing age-verification checks on all pornographic sites, and I look forward to hearing from the Minister when further details about this proposal will be published. We had been promised a consultation before the end of the year The Government are exceptionally well placed to rise to this challenge, having recently introduced the Gambling (Licensing and Advertising) Act 2014 to regulate online gambling websites based beyond the United Kingdom. In the context of gambling, if someone does not have a licence and they seek to conduct transactions with people in the UK, they operate illegally, so financial transaction providers are happy to refuse to facilitate transactions ATVOD, however, reports that the same is not true of pornographic websites that service UK customers from other countries. At the moment, such sites break no law. Indeed, the financial transaction providers have pointed out that, if they refuse to conduct illegal transactions between such sites and people in the UK, they would be the ones likely to be taken to court. This difficulty, however, would not obtain if we introduced a licensing system similar to that pertaining to online gambling and the provider in question did not have a licence. The simple proposal in this Bill is that the providers of online pornography from outside the UK must get a licence, a condition of which would be the provision of robust age verification. I hope that the Government will adopt this Bill as it presents a timely means of fulfilling their manifesto pledge The Delegated Powers and Regulatory Reform Committee report took the view that it would be better if the body that heard appeals against decisions not to grant a licence or to revoke an existing licence, were not the same body that awarded the licences. The noble Baroness, Lady Howe, through these amendments, has made provision for the designation of a separate body to hear appeals. The amendments, which the noble Baroness wisely asked the noble and learned Lord, Lord Mackay of Clashfern, to assess, clearly have that effect. I hope the Committee will support them.
ParlaMint-GB_2015-12-11-lords.u42	My Lords, I apologise for the delay in finding my papers, particularly to the noble Lord, Lord McColl, who very kindly stepped in Amendments 4 to 7 form the second group of amendments that I tabled in response to the Delegated Powers and Regulatory Reform Committee report published on 20 July. They relate to my proposal under Clause 8 to introduce a licensing scheme for foreign pornographic websites in the absence of any robust regulation of these websites The Committee may remember that ATVOD, the Authority for Television on Demand, which I am sad to say will cease to exist at the end of the month, published a report in 2014 that found that 23 of the top 25 adult websites visited by UK internet users provide instant, free and unrestricted access to hardcore pornographic videos, some of which would not be available on a British high street ATVOD’s report explains that it has encouraged the UK payments industry—credit card companies, Paypal and so forth—not to process transactions involving websites showing hardcore pornography that is presented without robust age verification safety checks. However, it also explains that the transaction providers are unwilling to do so because, “the absence of clear case law on the issue precludes such an initiative” In short, unless the provider of the material is breaking a law, a financial transaction provider could be taken to court for failing to process the transaction. Setting up a licensing scheme, however, as proposed by Clause 8, would set up clear case law. An organisation would have a licence, or it would not. If the organisation did not have a licence, there would be no legal obstacles if a financial transaction provider was minded not to process the transaction—something that Clause 10 crucially mandates Clause 8 would provide a regulatory framework to ensure that these websites are not available to children. Clause 9 makes it an offence not to have a licence and Clause 10 provides a means of ensuring that payments to unlicensed websites would cease—a matter I shall come back to when I speak on Amendments 8 to 13 The committee was concerned that appeals against decisions on not granting a licence or having a licence revoked would be heard by the licensing body. That is a genuine concern, so I tabled Amendments 4 to 7 to ensure that an independent body be able to review any appeals Amendments 4 and 5 ensure that the powers under Clause 8(1) allow the Secretary of State to designate both a licensing body and a separate independent appeals body. Amendments 6 and 7 ensure that the Secretary of State is not able to designate a licensing body without knowing that the independent body has adequate arrangements for appeals. As I have already said, I sought the counsel of the noble and learned Lord, Lord Mackay of Clashfern, about whether these amendments deal with the problems highlighted by the committee and he assured me that they do. I beg to move.
ParlaMint-GB_2015-12-11-lords.u43	My Lords, it seems to me that the Government, after so much time has elapsed and so many of our young people have been able to access hardcore pornography, need to take action. I congratulate the noble Baroness for yet again trying to persuade the Government to do that. A voluntary approach has not worked. It is time that the Government offered the same protection to children and young people as they do on gambling—that is, robust age verification. In addition, the Government need to have a licensing system. I cannot think why there is none, particularly given that the Prime Minister has said how much he wants to protect our children from accessing hardcore pornography, and recognises the damage it is doing. Will the Minister accept these amendments and give the Government’s support to this Bill? It is time to do so.
ParlaMint-GB_2015-12-11-lords.u44	My Lords, we have been talking about payments. I agree entirely that the big challenge is everybody moving offshore, and so the problem becomes foreign websites supplying pornography. The Committee is quite right about that. But I thought I ought to comment on the business of processing payments. One thing became apparent to us when we began discussing online age checking—and we are calling it that rather than age verification, because verification is tied up with identity. We need to separate the two because one is an attribute and the other is identity. I do not want to confuse the two, but I will not give the Committee a long lecture about that The point is that we soon discovered that there is an awful lot of stuff out there for free and therefore payment does not come into it. If we want to protect our children, we have to do so when no payment is involved. The very fact that someone can pay proves that they are at a legal age to watch this sort of stuff, but actually the big problem is the stuff that is out there for free. That is what we are really trying to block. The steering group of the BSI has representatives from the identity world, the ISPs, child protection charities, tobacco, e-cigarettes, alcohol, gaming, gambling, and academia, and government observers. The trouble with this issue is its complexity. I want to say briefly that payments are a bit of a red herring. On the other hand, blocking foreign pornographic providers is absolutely right and needs to be done.
ParlaMint-GB_2015-12-11-lords.u45	I am sorry to keep picking the noble Earl’s brain, but for the purposes of today’s debate, is there any intrinsic difference between the gambling industry and the pornography industry?
ParlaMint-GB_2015-12-11-lords.u46	Yes, there is, interestingly enough. It is to do with the law. Because of anti-money laundering, the gambling industry has to do client checks; it has to behave almost as if it were a bank. As a result, companies have to be able to prove the identity of the person. For various social reasons, it is felt that it is unfair for people to have to declare their identity publicly if they are looking at adult content which it is perfectly legal to watch, or buying alcohol and so on. For instance, if a Muslim buys alcohol and the mosque gets to know about it because their identity had to be declared and retained publicly, they might suffer greatly. Equally, if a Cabinet Minister happens to view some pornography or adult material, that is perfectly legal but, if certain newspapers were to find out, the Minister’s career would be destroyed overnight. This is the challenge and the difference. We have to remember that this stuff is legal for the over-18s, but there are social pressures and public opinion, which we may or may not agree with, so I think that we have to protect people’s privacy.
ParlaMint-GB_2015-12-11-lords.u47	I am sorry to ask again. The example that has been given mentions embarrassment, but it is not technically illegal.
ParlaMint-GB_2015-12-11-lords.u48	The example I have given is one that is career-destroying. The knock-on effect of that could involve all sorts of family repercussions to do with children in school because Daddy or Mummy has just had their career destroyed. We sometimes forget the effect on a family as the result of something that, while it may be regarded by some as socially unacceptable, is perfectly legal. We need to think about that at the parliamentary level.
ParlaMint-GB_2015-12-11-lords.u49	My Lords, that is exactly the point. The noble Earl, Lord Erroll, as ever is championing an industry which takes the view that, if you cannot do everything, you do not do anything. This is about doing something.
ParlaMint-GB_2015-12-11-lords.u50	No, I am not trying to champion the industry, I am trying to protect children properly. The point is that this Bill is a great idea and a great effort, as long as it does not mess up the field for doing something about it properly. The Bill will not actually cure some of the root problems, but there are elements of it which should go into some proper legislation. I entirely agree with the principles and thoughts behind it, and I have no problem with them, but I want something that works in the real world and which is not going to be bypassed because some of the solutions are too simplistic. That is the challenge, and hence the complexity. I hope we will see legislation on this subject next year that will allow for some real action to be taken which will protect children. I am not trying to champion an industry, but I am trying to draw lines.
ParlaMint-GB_2015-12-11-lords.u51	My Lords, I thank the noble Earl for his explanation. I do not think that anyone in this House actually believes that what we will end up with will be—I think he has used the phrase—the silver bullet. What we want is to try to be as watertight and robust as we can. It is quite right of the noble Earl to point out to the Committee that it is inconceivable that we will be able to cover everything. I think that the issue is this: is what we have in front of us the right way to go ahead in trying to protect our children in the best way we possibly can? I believe that it is.
ParlaMint-GB_2015-12-11-lords.u52	Perhaps I may respond briefly. Because I know that the Government fully intend to bring forward legislation next year, I did not want to get too involved in trying to sort out this Bill. I am afraid that I would separate the ISP and the filtering completely. I would put in proper provisions about age checking and vendors at the point of sale, look at the point of access on the internet, and start to construct something that would be future-proofed—that means as far as we can see at the moment. We need to block the loopholes, so I would separate filtering from the responsibility of vendors not to break the law. Vendors are in effect breaking the law at the moment, but the problem is how to stop them. There are websites selling stuff which should not be sold to minors, but the problem is in enforcement because those websites are getting around the rules. We have to write a slightly more complex Bill so that some things are separated out The concept behind filters in this Bill is absolutely fine and is there to underpin stuff. I have no problem with that, but I do not want people to think that it is the real solution to the challenge of protecting our children. We have to stop the websites and prevent access to them. It has to be done at the point of sale much more than just general access to the internet.
ParlaMint-GB_2015-12-11-lords.u53	My Lords, I agree with much of what has been said so far, especially by the noble Baroness, but while we are trying to find solutions let us remember that childhood lasts a lifetime. What children see will stay with them for ever. As I said earlier, I visited Rye Hill prison in Rugby, and many of the prisoners told me about what they saw when they were children. We need to move forward as swiftly as possible. We might not get it all right, but we have to do something quickly—just as the gambling industry and others have done. When it comes to children, what is the difference? We need to protect them now.
ParlaMint-GB_2015-12-11-lords.u54	I thank all noble Lords for their contributions, and I state one more time that there is no ambiguity about the Government’s commitment to launch the consultation shortly after the new year, and to provide for a robust age verification system to ensure that no one under the age of 18 can access pornographic material in the UK. It is a process that has been going on. We have been seeking advice from experts since the manifesto commitment was announced and we are consulting early in the new year. We are 100% committed to that I thank the noble Earl, Lord Erroll, for his contributions and for his extraordinary work in leading the development of solutions that will in fact achieve our goal. Many elements of the Bill are incredibly well thought-out and well intentioned, and they will be taken on board in the resulting legislative approach that we take in the new year. This is about timing. This clause requires that the Secretary of State must identify a licensing authority for non UK-based pornographic services, and the noble Baroness’s amendment to the clause specifies that the Secretary of State needs a second independent body to conduct appeals. It is a very good suggestion, but it is a bit premature until we finish the consultation Regarding the Ofcom/ATVOD role, there is some confusion about the function of ATVOD continuing, but following an Ofcom review, it was publicly announced in October that from January next year Ofcom will take sole responsibility for regulating video on-demand programme services. As a result, it will not continue its co-regulatory arrangement with ATVOD. Let us be clear on this: it is continuing with the function and the obligation of ATVOD, but that is being brought into the Ofcom portfolio.
ParlaMint-GB_2015-12-11-lords.u55	My Lords, I beg leave to withdraw the amendment.
ParlaMint-GB_2015-12-11-lords.u56	My Lords, Amendments 8 to 13 constitute the third group of amendments that I have tabled in response to the Delegated Powers and Regulatory Reform Committee’s report published on 20 July. This set of amendments, like Amendments 4 to 7, relates to my proposal to introduce a licensing scheme for foreign pornographic websites. Clause 10 allows instructions to be given to the financial industry to block payments to any foreign pornographic website that does not have a licence for content accessed in the UK In the ATVOD report which I referred to, ATVOD set out that it has been trying to cut all funds from foreign pornographic websites, but the UK payment industry—credit card companies, PayPal et cetera—has reported that, “the absence of clear case law on the issue precludes such an initiative” As I noted during the previous debate, setting up a licensing scheme under Clause 8 would give rise to clear case law: an organisation would have a licence or it would not Clause 10 provides another tool to target foreign pornographic websites without a licence. I hope that, under my proposal, this clause would be used rarely because payments would be blocked routinely by financial transaction providers, but it is useful to have another tool to ensure that these websites can be targeted. I based this provision on the precedent of the Treasury’s power to instruct that financial payment should not be made to terrorist groups, as set out in Schedule 7 to the Counter-Terrorism Act 2008. I am sure that noble Lords would not read into that comment that I am suggesting terrorism and provision of hardcore pornography are the same, though both are very damaging; rather, this precedent in law provides a reasonable model for my Bill to follow Once again, the committee has given helpful suggestions on improving the drafting and operation of the clause. It rightly pointed out that the definition of “designated person” in Clause 10(3) and 10(5) was problematic and left uncertainty about who the clause is really aimed at. My intention was that the blocking should be of payments to an unlicensed foreign pornographic website. I am again very grateful for the advice of the noble and learned Lord, Lord Mackay of Clashfern, who suggested that I replace the use of “designated person” completely with a reference to the foreign pornographic website, which I have done through Amendments 8 to 10 to Clause 10(3). Amendment 12, which removes the definition in Clause 10(5), is consequential on Amendments 8 to 10 The committee was also concerned that there is no sanction on a “relevant person” who does not comply with a direction under this clause. I have tabled Amendment 13 to make it clear that a relevant person is one of the group of persons or people listed under Clause 10(2) so that there is no lack of clarity about who should be carrying out the direction. I have also tabled Amendment 11 to set out that anyone who does not comply with a required direction would be liable to pay a fine. This is based on paragraph 20 of Schedule 7 to the Counter-Terrorism Act 2008. Once again, I sought the counsel of the noble and learned Lord, Lord Mackay, on these arrangements to ensure that they properly meet the committee’s concerns relating to these three points, as set out in its report. He assures me that they do I should also mention that the committee expressed concerns about the idea that a licensing authority should be able to instruct the financial industry. There is, however, legal precedence in Schedule 7 to the Counter-Terrorism Act 2008 and I hope that, given the clarifications of purpose resulting from these amendments, its concerns will be allayed. I will, however, consult the noble and learned Lord, Lord Mackay, further—I have not done that so far—and may well return to this question with a further amendment on Report if necessary. I am grateful for the comments of the committee to ensure that this clause is as robust as possible, and to the noble and learned Lord for his expert advice. I beg to move.
ParlaMint-GB_2015-12-11-lords.u57	My Lords, I warmly welcome these amendments, which will help to strengthen further this very important Bill. I agree with the Delegated Powers and Regulatory Reform Committee’s suggestion that there is a need to provide a better definition of the designated body in Clause 10. The solution from the noble and learned Lord, Lord Mackay, addresses the problem admirably, through Amendments 8 to 10 and Amendment 12. I also agree with the committee’s point about the need to apply a sanction to a relevant person who does not comply with the direction provided under the clause. I believe that the noble Baroness, Lady Howe, has responded very effectively to these points. I support her and congratulate her on her undying quest, commitment and mission to make these amendments and the whole Bill become a reality.
ParlaMint-GB_2015-12-11-lords.u58	I thank the noble Baroness for these amendments and the innovative approach that she has outlined to solving this challenge. I reserve the right to consider these and all proposals that come across as part of our consultation.
ParlaMint-GB_2015-12-11-lords.u59	My Lords, having listened off and on to the debate, it strikes me that my noble friend the Minister has made it clear to all of us that there will be, first, a consultation and then legislation before Easter. I hope that I have that right. In which case, there are roughly 10 sitting weeks between 1 January and Easter. Consultation would normally take between five and six weeks, by the time that you have had responses, understood them and printed a response to them. You are then left with very few weeks in which to legislate. I ask my noble friend: will this legislation be by order, perhaps under the European Communities Act or by another route, or does she really think it possible to get primary legislation through both Houses by Easter?
ParlaMint-GB_2015-12-11-lords.u60	I thank my noble friend for giving me the opportunity to clarify this point. The consultation that will begin just after new year is about age verification for pornographic sites and how we will accomplish the manifesto commitment to stop young people accessing this harmful material. The other matter relates to the legality of our filters regime after the EU directive on net neutrality. The two are separate and distinct in the sense that the second, on filters, has to be acted on as a matter of urgency to keep the filters regime legal. The other is acted on as a matter of urgency to prevent children accessing this material. They are separate matters.
ParlaMint-GB_2015-12-11-lords.u61	My Lords, I am grateful to the noble Baroness for that clarification. However, will she confirm that the legislation she is talking about is essentially minimalist and will simply deal with the issue that has arisen around the current voluntary age verification scheme, in the light of what has happened in the EU? The hopes which some noble Lords have expressed, that that piece of legislation might be a vehicle for something much broader, are therefore not valid. A minimalist change is being envisaged, rather than something which will address all the issues that noble Lords have raised.
ParlaMint-GB_2015-12-11-lords.u62	I confirm that we have to react to what has happened in Europe. The European net neutrality directive has set us back, so we are getting ourselves back on a stable footing and enshrining in law the fact that we can protect our filters regime. That is not an intentionally minimalist approach; we have to react to the legal situation that the directive has created.
ParlaMint-GB_2015-12-11-lords.u63	I beg leave to withdraw the amendment.
ParlaMint-GB_2015-12-11-lords.u64	My Lords, I think by now your Lordships will be aware that this is the fifth Online Safety Bill that I have brought to your Lordships’ House. When it was originally submitted to the Public Bill Office, it had the correct Long Title, but, sadly, in the course of preparing the Bill, somehow that new Long Title was exchanged for the previous Long Title—this was lovely back-to-front stuff. The Public Bill Office staff spotted their mistake. They were very apologetic but explained that by that stage it was too late and the only way to correct it was through amendment. Put simply, the Bill currently has the wrong Long Title and Amendments 14 to 16 change it, so that it accurately defines the Bill as it stands Amendment 14 would remove the obligation on electronic device manufacturers in the previous version of the Bill, which is not in the current Bill. It puts in its place a description of the obligation placed on internet service providers and mobile phone operators in the Bill to provide information about online safety, as set out in Clause 3. Amendment 16, meanwhile, describes the new proposal to license foreign pornographic websites, as set out in Part 3. I suppose it is fairly amazing that mix-ups like this do not happen more often. I am most grateful to the Public Bill Office for pointing out its error and helping me to correct it Given that rather than changing the Bill, these amendments simply restore the correct Long Title to what it should have been all along, I very much hope that these amendments need not detain us. I beg to move.
ParlaMint-GB_2015-12-11-lords.u65	My Lords, the Government have noted the noble Baroness’s proposed changes to the Long Title of this Bill, which serve to clarify its content. As I said, there can be no higher priority than keeping children safe online, and to the extent that this measure clarifies the Bill’s intentions, we support it.
ParlaMint-GB_2015-12-11-lords.u66	My Lords, I was not able to be present at Second Reading and wish to say a few words on the proposal that Clause 1 stand part of the Bill. I congratulate my noble friend Lord Purvis on introducing the Bill. He is also my House of Lords office mate, so I know how much work he has put into this My main point is that those of us who attended the proceedings on the Scotland Bill earlier this week must have been struck by the number of speakers in all parts of the House who regretted the fact that we continue to have piecemeal approaches to constitutional reform, and by the number of noble Lords in all parts of the House who begged the Government to reconsider their rather supine attitude to the whole question of a constitutional commission or convention We not only have the Scotland Bill proceeding through the House without knowing what the financial arrangements are between the two Governments but the row in the other place over English votes for English laws. We also have the Constitution Committee of this House, under the chairmanship of the noble Lord, Lord Lang, and the constitution committee of the other House, under the chairmanship of Bernard Jenkin. We have also had the all-party group on further decentralisation, of which my noble friend is a key member, and we have the other all-party group under the noble Marquess, Lord Salisbury, arguing very effectively for a new Act of Union. On top of all that, we await the deliberations of the noble Lord, Lord Strathclyde, on the relationship between the two Houses. And so it goes on and on, piecemeal approaches to constitution making—not to mention all the outside work that has been done by people such as Professor Bogdanor, the UCL Constitution Unit and many others. All the time, the Government seem just to guddle through on constitutional reform. That is a great mistake. Therefore, I strongly support Clause 1 and hope that the Government will give a positive response to it.
ParlaMint-GB_2015-12-11-lords.u67	My Lords, I certainly have no intention of trying to remove Clause 2 from the Bill but this gives me an opportunity to seek clarification on what it might involve. I did not speak at Second Reading although I have, of course, read Hansard. I am only going to make a few comments that could be construed as a Second Reading contribution. The Bill as a whole has admirable objectives and, I am sure, the best of motives. However, I have severe doubts, to put it mildly, about the practicality of being able to sit down with a rather ill-defined group of people and reach a decision within about 12 months about a document that would effectively stand as the constitution of the United Kingdom and the devolved legislatures I will leave that comment aside because I want to concentrate on one area where perhaps there could be some clarity—Clause 2—in which, on my reading of the Bill, there is not clarity at the moment. Clause 2(c) says that the convention must consider, “the reform of the electoral system” My question is: which electoral system? In a way, this illustrates the problem with the Bill, that unless there is clarity and a better definition of precisely what the convention is going to look at, the scope for endless debate and discussion is pretty limitless.
ParlaMint-GB_2015-12-11-lords.u68	My Lords, it is very good to hear the noble Lord, Lord Grocott, reassert yet again how deeply conservative—I hesitate to use the word “reactionary”—he is on all matters constitutional. I had expected him to object to “reform” rather than “electoral system” Clearly, I appreciate that a Labour Party which pursued in this recent election a campaign based on the idea that it could win a majority with 35% of the vote and was then defeated by a Conservative Party which won a majority of the House of Commons on 37% of the vote should want to have a vested interest in our current electoral system. If we are talking about constitutional reform overall, we need to talk about the balance in different parts of the United Kingdom. Perhaps one might then talk about, as he says, the range of different electoral systems that we now have During the AV referendum a very effective no campaign was led by Matthew Elliott, who is now leading the campaign to leave the European Union—with good right-wing credentials and a lot of right-wing funding. I am sure the noble Lord, Lord Grocott, is happy about that. But if we are going to talk about the rapidly changing and moving relationship between the different parts of the United Kingdom—for example, what is happening in local government in England concerns many of us on these Benches and is another dimension of this—we need to look at the overall pattern. That clearly would need to include some question of which electoral systems are appropriate for which levels of elections. That is the only point that I am making.
ParlaMint-GB_2015-12-11-lords.u69	I am very sorry that the noble Lord no longer speaks in an official capacity on the Liberal Front Bench. I do not know whether he has been demoted or has voluntarily moved to the Back Benches or is moonlighting; I am not quite sure what the position is. It is a novel concept from the Lib Dems—I can understand in the light of the recent general election why they may need the odd novel concept—to say that for them it is a reactionary position to respect the views of the British people as expressed in a referendum. I regard that as a very progressive position. Although I do not mind in the slightest being accused of being a reactionary on the constitution from time to time, it might be at least reassuring if we heard occasionally from the Liberal Democrat Benches, whether officially or unofficially, that they do respect the wishes of two-thirds of the British people in a nationwide referendum.
ParlaMint-GB_2015-12-11-lords.u70	My Lords, I did speak at Second Reading. The main point I made was that I thought the Bill was far too ambitious. I am very disappointed to see that the terms of reference in Clause 2 remain pretty well as they were at Second Reading, although I thought the noble Lord said that he would consider the fact that there might be quite a lot to do The Economic Affairs Committee of this House spent four months looking at the single issue of the financial consequences of devolution in the United Kingdom and produced an excellent report, which has had quite an impact in Scotland and beyond in making people aware that it is necessary to agree and know the fiscal framework before you set in place further structures of devolution. I do not quite know how it would be possible for this constitutional convention not only to consider, “the devolution of legislative and fiscal competence to and within Scotland, England, Wales and Northern Ireland”, but deal with, “the devolution of legislative and fiscal competence to local authorities within the United Kingdom”, and, “the reform of the electoral system”, and, “the reform of the House of Lords”, which we have spent more than 100 years discussing. Furthermore, I looked for the kitchen sink, and the kitchen sink is there, described as, “constitutional matters to be considered in further conventions, and … procedures to govern the consideration and implementation of any future constitutional reforms” The convention has to do all this within a year. It is ridiculous Who will do this? The convention will be composed of representatives from, “registered political parties within the United Kingdom” I think there are about 600 registered political parties in the United Kingdom, a point that was made very eloquently by my noble friend in winding up at Second Reading, but that is what we are still left with in Clause 4, along with representatives of “local authorities” and, “the nations and regions of the United Kingdom” In addition: “At least 50% of the members of the convention must not be employed in a role which can reasonably be considered to be political” First, finding such people might be difficult. Secondly, there is the experience that we have had with the Smith commission. One has only to read the Committee debate so far on the Scotland Bill to see the mess you get into when you have a group of people working out what they would like to happen without advice and without the ability to translate that into legislation It is also quite an impertinence to suggest that issues relating to reform of the House of Lords are matters that should be decided outside this House and outside Parliament. The noble Lord chuckles, but it would be extremely difficult for people to be educated on and understand the procedures of this House and achieve everything within a year. Although I very strongly support the idea of a constitutional convention with the limited purpose of sorting out the mess that we have brought ourselves into because of piecemeal constitutional reform, we have already determined what we think about House of Lords reform. We spent a large slice of the last Parliament discussing it. As for the noble Lord, Lord Grocott, I have always thought of him as a radical and not a conservative, but a radical with common sense, intellect and a practical frame of mind It just seems to me that the noble Lord, Lord Purvis, is putting forward a Bill that will discredit the idea of having a constitutional convention and make it very easy for those of us who support having one to be brushed aside by the Government on the basis that what is being proposed in the Bill is unrealistic. I very much hope that Clause 2 does not stand part of the Bill as drafted. If it does, the Bill will have to be consigned to the wastepaper bin, for it does not offer a way forward on determining our constitutional arrangements.
ParlaMint-GB_2015-12-11-lords.u71	My Lords, I very much agree with the first two points made by the noble Lord, Lord Steel of Aikwood. It was very striking in our Scotland Bill debate how general is the consensus in this House on the need for a convention and how general is the concern that proceeding piecemeal is a very bad idea. It has got us into a lot of trouble I oppose Amendment 1, which I think is what we are trying to do. I am against Amendment 1—
ParlaMint-GB_2015-12-11-lords.u72	We are discussing Clause 2.
