ParlaMint-GB_2015-03-06-commons.u1	I beg to move, That the House sit in private Question put forthwith (Standing Order No. 163).
ParlaMint-GB_2015-03-06-commons.u63	I entirely understand my right hon. Friend’s desire to observe fairness and equity for those turbine developers who already have construction on hand, but will he acknowledge that he should not underestimate the expectation of those on his own side that the Prime Minister and the Government will stand by their commitment to set a clear deadline for the termination of these subsidies, which are causing so much distress across the countryside and throughout constituencies in the south-west such as the one I represent? We must stand by that commitment. We must set a clear deadline, and that deadline must be soon.
ParlaMint-GB_2015-03-06-commons.u64	I have considerable sympathy for that point of view. We have made it absolutely clear that we will remove onshore wind subsidies in the future, and that the current 10% that is in the pipeline for onshore wind is plenty. After that, if the planning system allows a wind farm to go ahead, and if people want to come forward with a non-subsidised wind farm—and given that the planning system will be tightened to ensure that local people’s voices are heard—there could be future opportunities. As the Prime Minister has said, if they can make their case, they will do so, but I suspect that they will not The commitment from Conservative Members is clear. I personally have fought against the placing of onshore wind turbines in some of the most beautiful parts of Suffolk—and therefore the most beautiful parts of the country—in landscapes that were admired and painted by Constable in years gone by and that have changed little since. As a constituency MP, I have fought proposals to put wind farms in places where they would damage the local environment and the local amenity. The policy that we inherited had an override over local considerations because of the impact on climate change of putting up wind farms So we have taken steps in the planning system, some of which have been mentioned today, but we are clear that where local people do not want wind farms, the planning system will be strengthened, and there will not be these subsidies when we can remove them. My hon. and learned Friend the Member for Torridge and West Devon (Mr Cox) asked, not unreasonably, for a deadline, so I shall set it out this way. The 10% of the electricity system from onshore wind is expected by the coalition Government by 2020—that is a Government figure—and the Prime Minister has set out that then there will be no need for future subsidies. If, as the costs of all renewables come down, we are able not only to deal with the problem of climate change, but to do so in a way that allows us to remove subsidies sooner, so be it. That framework sets a clear deadline, but the clarity of our commitment to remove subsidies for onshore wind is stark—we shall do this. I hope that gives him the commitment he was seeking.
ParlaMint-GB_2015-03-06-commons.u65	I am not sure whether the Minister is talking as a split personality. Is he referring to a coalition commitment or a Conservative party commitment? Is the commitment to having 2020 as the back-stop as the latest time when the wind farm subsidies will go—although it could be earlier—a Conservative commitment or a joint Conservative-Liberal Democrat commitment?
ParlaMint-GB_2015-03-06-commons.u66	It is certainly not a joint Conservative-Liberal Democrat commitment. Let me be absolutely clear about the distinction. The 10% projection for onshore wind by 2020 is a coalition Government figure—that is a fact on which this discussion can be based—but the commitment is a Conservative party commitment for a future Conservative Government, and we are absolutely clear about that. The distinction is important, but given that we are only a few weeks away from the Dissolution of this Parliament, the way I have been expressing it is that things that have happened in the past and up until now are coalition Government facts or positions, but those relating to the future are, of course, Conservative party positions. That is because we hope and expect to be governing as a single coalition—my goodness, that was a mistake: a single Conservative Government after the election. I hope I have made that precise distinction clear, and I am grateful to my hon. Friend for the opportunity to do so Before bringing things to a close, I want to set out why we need to do this in a measured way. The decision by Siemens and Associated British Ports to invest £310 million in offshore wind turbine manufacturing in Hull will create 1,000 direct jobs. It was a significant event for that region last year and it will provide an anchor for building the UK-based supply chain, as well as much-needed skilled jobs in one of the most deprived parts of the UK. To a large extent, that decision was based on the expected size of the UK market, but of course there will be the ability to export overseas. Offshore wind is one area where we have a dedicated industrial strategy, created and delivered by a partnership between government and industry, to ensure that we have the right conditions for UK companies to take advantage of this investment. I wish to pay tribute to and highlight the work of the Offshore Wind Investment Organisation—
ParlaMint-GB_2015-03-06-commons.u67	The Minister is drifting on to offshore wind but this Bill deals with onshore wind. In so doing, he is alarming me: is he saying that because the subsidies are being withdrawn from onshore wind we are going to carry on with the subsidy bonanza to all the subsidy junkies who are engaged in the offshore wind business?
ParlaMint-GB_2015-03-06-commons.u68	The commitment I gave is absolutely about onshore wind. I know that my hon. Friend has concerns about offshore wind, especially off Christchurch, and I understand that. We have had exchanges in this House and discussions about it. We are bearing down on the offshore wind subsidy, as the cost is reducing and industry is reducing its costs. There are links in respect of why we have chosen to resist this Bill, despite there being so much in it we agree with, because we want to make sure that we adopt a planned and careful approach, sticking to commitments that the Government have given and that this House has given to industry, which is developing already I also wish to discuss the noise produced by wind farms, because I know it is a significant concern to my hon. Friend the Member for Wellingborough, he raised it and it is important to address the point. Again, this is an area where the Government have taken action. The method of assessing the noise impact of a wind farm is described in ETSU-R-97. That requires the likely impact of wind turbines on local residents and those working in the vicinity to be considered in relation to existing background noise levels, taking into account the characteristics of particular locations. Hayes McKenzie reviewed ETSU-R-97, finding that it is fit for purpose but identifying inconsistencies in the way it was being used in practice to measure and predict the impact of noise. In May 2013, the Institute of Acoustics published good practice guidance which addressed the issues Hayes McKenzie identified. The guide, which was endorsed by the Department of Energy and Climate Change, will help to improve the consistency of the application of ETSU-R-97 in the consideration of wind farm projects. I hope my hon. Friend will see that good work is being done by DECC there, and perhaps it will temper his desire to abolish me—it—at the next opportunity with his next private Member’s Bill. As my hon. Friend will doubtless be aware, we also recently announced a review of the available evidence on amplitude modulation—AM—noise produced by wind turbines. The aerodynamic noise—the noise produced by the rotating wind turbine blades—includes a steady component, as well as, in some circumstances, a periodically fluctuating, or amplitude modulated, component. One form of AM, commonly referred to as “blade swish”, is an inherent feature of the operation of all wind turbines and can be explained by well-understood mechanisms. It is therefore often called “normal amplitude modulation”—NAM. Some AM, however, exhibits characteristics that fall outside those expected of NAM and can potentially give rise to increased annoyance. Such characteristics include a greater depth of modulation or a changed noise character. For that reason, it is sometimes called excessive amplitude modulation. Research suggests that that form of AM is caused by sudden variations in the direction and speed of the wind, which mean that the wind hits different parts of the turbine blade at different speeds, causing it to stall momentarily. The stalling can then produce a whooshing sound that some people find irritating. The evidence to date indicates that the incidence of AM from wind turbines in the UK is low, but we are committed to increasing our knowledge and understanding of the potential impacts of wind turbines and therefore we keep our evidence base up to date.
ParlaMint-GB_2015-03-06-commons.u69	I had cause to look into this some years ago, and I found that a good deal of the research that was being done on wind for the Department was being carried out by experts or consultants retained and used by the wind industry itself. I hope that the figures and the research the Minister is referring to are genuinely independent.
ParlaMint-GB_2015-03-06-commons.u70	The research is being done by the Institute of Acoustics and it is hard to argue that it would make anything other than a fully objective statement and analysis. We need a view on appropriate advice about the impact of this excessive amplitude modulation and what thresholds might be set in planning considerations, which comes back to the point made earlier about the tighter planning conditions we have already put in place and that we propose in future. We are preparing a specification for the review and intend to publish an invitation to tender soon. I will take into account the point that my hon. and learned Friend makes to make sure that we are careful to ensure that the analysis undertaken is truly objective and we will appoint a contractor to conduct the review as soon as we can after the conclusion of the tendering exercise My hon. Friend the Member for Wellingborough mentioned planning and the changes we have introduced and propose to introduce in the next Parliament under a majority Conservative Administration. We have already set out how we are putting in place measures to protect consumers from the cost of supporting wind farms, but we must also protect communities from poorly sited wind farms that are put up in a way that ruins England’s green and pleasant land.
ParlaMint-GB_2015-03-06-commons.u71	The Minister is being very generous and is going into extraordinary depth, but I think he is now moving on to the planning issues and I must remind him that my Bill deals only with wind farm subsidies, not planning matters.
ParlaMint-GB_2015-03-06-commons.u72	Order. I am the one who has to worry about these issues. In fairness, the Minister has been tempted to deal with nuclear, offshore and other subjects.
ParlaMint-GB_2015-03-06-commons.u73	Thank you, Mr Deputy Speaker. I am sure that my hon. Friend the Member for Wellingborough would do a remarkable job in your seat, but I am grateful for your guidance I want to mention planning, not least because it was raised by my hon. Friend the Member for Wellingborough and because it forms part of the wider arguments about whether we should have subsidies for onshore wind in the future and whether we should end subsidies for onshore wind in the way set out in the Bill or in a careful and measured way, as I have set out We have been very clear that wind farms must be well sited to receive planning permission and that communities must be taken into account before planning decisions are made. The reforms we have made to the planning system bear that out. We have also made it compulsory for developers to have pre-application consultations with local communities on onshore wind developments of more than two turbines or when the hub height of the turbine exceeds 15 metres. That means that developers need to engage seriously with communities even before submitting a planning application We have also published new planning practice guidance on renewable energy, updated last year, which will help deliver the balance required by the national planning policy framework. That will make it clear that the need for renewable energy does not automatically override environmental protections and the planning concerns of local communities. This is what I was referring to earlier when I said that saving the global environment must not be done in a way that damages our local environment. The new planning guidance has also been published to assist local councils and planning inspectors in their consideration of local plans and individual planning applications I also want to touch on the planning recoveries issue mentioned by my hon. Friend the Member for Wellingborough and by the hon. Member for Sunderland Central. Our new planning practice guidance and the requirement for developers to consult local communities before they submit a planning application are crucial steps in improving the quality of proposed onshore wind developments and ensuring that local communities are listened to whether there is a subsidy in place or not, as set out in the Bill. Of course, however, some communities remain concerned when a local planning decision is challenged on appeal It is important that local communities continue to have confidence in the appeals process and that the environmental balance expected by the national planning policy framework is reflected in decisions on renewable energy deployment. That is why my right hon. Friend the Secretary of State for Communities and Local Government announced a temporary change to the appeals recovery criteria for a period of six months. In doing so, he explained that he wanted to give particular scrutiny to planning appeals involving renewable energy developments so that he could consider the extent to which the new practice guidance met our intentions. Since that planning guidance was issued, more appeals have been dismissed than approved for more significant turbines, reversing the trend before the guidance was issued, when more approvals were approved than dismissed The Secretary of State for Communities and Local Government has found that the guidance is helping to ensure that decisions reflect the environmental balance we need to see, as set out in the framework, but he also recognises that the guidance is relatively new and that some development proposals might not yet have taken on board its intent. That is why after careful consideration he decided on 9 April 2014 to extend the temporary change to the appeals recovery criteria and continue to consider for recovery appeals for renewable energy developments for a further 12 months. We will continue to monitor the impact of recoveries on onshore wind and on investor confidence more broadly. There you have it, Mr Deputy Speaker We have been very clear about the fact that onshore wind plays a role in our energy mix. It produced 7% of the UK’s electricity in the last quarter, but we need to ensure that we tackle the challenge of climate change in the way that incurs the lowest possible cost. In the next Parliament, we will in time remove the subsidies from onshore wind, but I hope that that will happen as part of a wider move to drive down the cost of subsidies, especially as the cost of renewables falls and as some renewables, such as solar, are financed reasonably cost-effectively and reach parity with fossil fuels. That will significantly change the debate about renewables because we will reach a point where going green reduces costs, rather than adding subsidies to consumers’ bills We should stick to that clear direction and vision, and we should do so in a way that allows the House to abide by its commitments. I take on board the point about the Bill’s intention, which is consistent with the Prime Minister’s words, even if the technicalities are slightly different I have not dwelt at all on the utter chaos and catastrophe of the Opposition’s policies, the inconsistencies of which were well drawn out in the debate. I am not going to go there, and I will not talk about how no one can have a freeze that is not a freeze and how the freeze policy was launched by someone standing next to an ice block, so to describe it later as a cap seems inconsistent with the intention at the time It is a great pity that the Opposition have no credible policy to speak of, but I suppose that only shows why it is vital that we have a successful outcome to the general election, so that we can continue with the goals that we have set. I look forward to working further on the Bill’s details with my hon. Friend the Member for Wellingborough, but it is clear that the costs of subsidies for wind are falling. We are bringing them down through the power of the ingenuity of mankind and the price discovery of the market. We are clear that we will remove future subsidies for onshore wind, and we will be careful to ensure that local planning considerations and the beauty of the local environment are taken into account. Although I have considerable sympathy with the Bill, it is not the right way to go about the stated policy, and the Government will therefore resist it.
ParlaMint-GB_2015-03-06-commons.u74	I have listened with great interest to the Minister’s speech, which went on for just over three quarters of an hour. We seem to agree, which is good. He certainly does seem to support the Prime Minister’s policy. My Bill supports the Prime Minister’s policy. I guess that the Government may be forced to ask Ministers and the payroll to vote against the Bill only because of the Liberal Democrats. I should like to test the will of the House by pressing the motion to a Division, so that Members have a chance to show whether they are for or against wind farm subsidies. If they want to support the Prime Minister, they will support the Bill. If they want to oppose the Prime Minister, they will go through the No Lobby Question put, That the Bill be now read a Second Time.
ParlaMint-GB_2015-03-06-commons.u75	I beg to move, That the Bill be now read a Second time As I said in the debate on my previous Bill, I will try to be brief, because there are many other Bills that we want to deal with today. I am grateful to the excellent Minister for Security and Immigration for being here This is only a two-clause Bill, but it is perhaps slightly more controversial than the one on getting rid of wind farm subsidies. The idea is straightforward: if someone comes to this country, commits an offence and is given a term of imprisonment, at the end of that term of imprisonment they should be deported to the country that they came from. That should be done quickly, and they should not be allowed back. People in my constituency and up and down the country are furious when people who come to this country legally, and receive our hospitality, commit an offence and then remain here. It seems wrong that they should do so The Government have been very good—I am sure the Minister will speak about this—at taking certain foreign prisoners back to where they came from. My Bill extends the rules to include countries to which foreign prisoners cannot at the moment be returned. I particularly refer to countries in the European Union. Under my Bill, once foreign prisoners were sent back to the European Union, they would not have the right to come back. They would be removed without reference to any human rights legislation. It is rather important that I read part of clause 1(1), so that the House understands this: “Notwithstanding any provision of the European Communities Act 1972, or any other enactment” This is a very simple Bill. It will say that this Government are sovereign, and absolutely have the right to return home foreign prisoners who have committed an offence and are jailed. When they are sent back, they will be banned from coming back to this country. That is in clause 1(2), which refers to “measures to prevent an individual excluded under subsection (1) from entering the United Kingdom.” Where the law permits the removal of foreign prisoners, the Government are keen to do that, and they have done a lot of work on it; but when the Minister speaks, I think that we will find that, for various reasons, their desire to return foreign prisoners to where they came from is thwarted. Much of that is to do with human rights legislation. All the Bill does is remove that hurdle and deal with migration from the European Union. If someone who committed an offence in this country was sent back to the European Union, they would not be allowed back in Those are simple measures that are understood out in the country. I hope that this is the sort of thing that will be dealt with when, after the 2015 election, a Conservative majority Government renegotiate the European Union superstate. I hope that the idea that we can decide to send people back and not let them back in will be a red line.
ParlaMint-GB_2015-03-06-commons.u76	Does my hon. Friend not consider, on reflection, that his definition of “qualifying offence” is perhaps a little too wide? It could include a serious motoring offence.
ParlaMint-GB_2015-03-06-commons.u77	I am grateful for my right hon. Friend’s intervention, but no. A person who has been jailed for up to five years for careless driving should be sent back. We are considering situations where someone has received a term of imprisonment. It is quite difficult to get a term of imprisonment without doing something pretty seriously wrong. I am very clear on this point: if someone comes to this country, accepts our hospitality and then abuses it by committing a criminal offence that leads to imprisonment, they should be excluded from this country, either at the end of the term of imprisonment or earlier, if the Government so wish.
ParlaMint-GB_2015-03-06-commons.u78	As I read my hon. Friend’s Bill, the person concerned does not have to have been sent to prison; they just have to have committed an offence that “may” be punishable with imprisonment.
ParlaMint-GB_2015-03-06-commons.u79	My right hon. Friend raises an interesting point. He is referring to clause 1(4): “‘qualifying offence’ shall mean any offence for which a term of imprisonment may be imposed by a court of law.” I think the intention is for that to apply to someone who would go to prison, having gone through the judicial system. The Government could at that stage say, “I’m sending you home, rather than you going to prison.” I understand the argument that my right hon. Friend makes—that that may be imposed by a court of law. I sincerely hope he will consider serving on the Bill Committee so that we can look at that in some detail. Now that we have been granted an extra Friday—I am not sure whether everyone in the House realises that we are sitting on 20 March—and as there has been no real explanation of why we are sitting on that day, I assume—
ParlaMint-GB_2015-03-06-commons.u80	Perhaps I can help the hon. Gentleman. The sitting on 20 March will be for the debate on the Budget, not for private Members’ Bills.
ParlaMint-GB_2015-03-06-commons.u81	I understand that, Mr Deputy Speaker, but this is a wonderful place—a mystic place—and sometimes things change. The Opposition might see the Budget as such a great thing that there was nothing they could oppose.
ParlaMint-GB_2015-03-06-commons.u82	I want to hear a discussion of the hon. Gentleman’s Bill, not of that Friday.
ParlaMint-GB_2015-03-06-commons.u83	You are right, Mr Deputy Speaker. I am usually misled by—egged on—no, I am not going there. I do not want to take up a lot of time because there is another very important Bill to be reached later I am pretty sure that the sentiments represented by the Bill are what the Government would like to do, but the Minister might find that there are obstacles that he thinks derive from the European Communities Act 1972 or other enactments, but the Bill sweeps those away at a stroke. It would allow the Government to do what the British people want—for this place to be sovereign in making the laws of this country. What annoys people is that someone who has come from abroad, committed a serious offence and been sentenced to a significant number of years in prison can claim, on the basis of his human rights, the right to remain in this country. People think that foreign criminals who do that should be deported and not allowed back in. I know that the Minister will have figures on how many we would like to send back, but that is a very small proportion of the number of foreign prisoners who could be sent home. I want to see all foreign prisoners sent home With reference to what my right hon. Friend said, if offenders have been convicted in a court, I am happy to save money by having them deported rather than sent to prison or for them to be deported during their time in prison. We cannot allow them to claim that they have some right to stay here, having come into this country and abused our laws. It is such a simple Bill that I hope there is not much opposition in the House and we can quite quickly give it a Second Reading.
ParlaMint-GB_2015-03-06-commons.u84	When people come to Britain, they should abide by the law. The hon. Member for Wellingborough (Mr Bone) is right that those who abuse our hospitality and commit serious crimes have no place in this country. Indeed, in my own constituency, if I am approached by someone seeking leave to remain in the country who, for example, has committed a serious crime and in particular has gone to prison, it is my practice to refuse to take the case up with the Home Office. It is true to say, I think, that the whole House wants to see foreign criminals deported The Prime Minister said that this would be a priority for his Government, but as with so many promises he has made, he is not keeping to his word. Last year more than 500 fewer foreign criminals were removed than in Labour’s last year in office in 2009. On top of that, the National Audit Office released a scathing report in October 2014 on the Home Office’s management of foreign national offenders. It found that more than a third of failed removals were the result of factors within Home Office control. The factors included poor use of IT, a lack of communication, failure to use the powers available, cumbersome and slow referral processes and inefficiency in processing—the list goes on. A third of failed removals could otherwise have been dealt with quickly and properly Worse still, more criminals have absconded under this Government—a 6% increase since 2010. In its very interesting report, the NAO stated that we have worse systems in our country than other European countries for preventing foreign criminals from entering in the first place, due in part to the delay in joining the second-generation Schengen information system, which we finally joined only a month ago. Our joining was delayed because of the Home Secretary’s decision to exercise the opt-out on co-operation with Europe—a fact that put border security at risk and has longer-term consequences for the safety and security of our country The hon. Gentleman is absolutely right, therefore, to make the argument that he makes today, and we agree that there need to be more stringent controls on foreign offenders, but we do not agree with the proposals in the Bill, even if we agree with the intentions. It would put Britain in contravention of the European convention on human rights at the very time we are arguing in foreign policy terms that countries such as Russia and Ukraine should respect the European convention, and that countries such as Belarus should sign up to the convention. The Government’s legal advice on the matter has been clear. We agree with that advice and consequently cannot vote for something that is illegal A similar proposal was debated in the course of the Immigration Bill. The Home Secretary stated that it was incompatible with the European convention on human rights, and that she was concerned about the practical application of the new clause, arguing that it would “effectively hinder our ability to deport people for a period of time because there would be considerable legal wrangling about the issue.”—[Official Report, 30 January 2014; Vol. 574, c. 1051.] We support the principle behind the Bill that more foreign criminals should be deported, especially given how poor the Government’s track record has been, but if the Bill were passed it might well have the unintended consequence of creating legal barriers to deportation as foreign criminals tied up the courts with challenges to their deportation.
ParlaMint-GB_2015-03-06-commons.u85	I welcome the hon. Gentleman’s support for the principle, but he says that we cannot implement it, basically because of the Human Rights Act. I guess he is saying that he would rather foreign prisoners stayed here because of the Human Rights Act than agree with the principle of getting them sent home. Is that the position of the Opposition?
ParlaMint-GB_2015-03-06-commons.u86	We are absolutely in favour of a rigorous approach to dealing with a problem that has rightly caused public outrage. There have been some very serious cases of foreign criminals who have come to our country, having committed appalling crimes in their own country, and then committed appalling crimes in this country. On the issue of principle, we are with the hon. Gentleman 101%. The question is what we do about it in practical terms. I gave the examples from the National Audit Office report, which stated that a third or more of the problems that had been identified were a consequence of Home Office practices. So we are in favour of a sensible debate about a much more rigorous approach. We agree with what the Government have said, but our concern is that we should not inadvertently create endless wrangling in the courts; rather, we should try to improve the system to ensure that those who commit serious crimes are sent back to their country of origin.
ParlaMint-GB_2015-03-06-commons.u87	I congratulate my hon. Friend the Member for Wellingborough (Mr Bone) on moving the Second Reading of his Bill today. I understand and share his desire to be firm in respect of foreign nationals who come to this country and commit crime, abuse our hospitality and create risk in our communities This Government have been firm in several ways in making changes to the law and to the process—the manner in which we go about dealing with these issues. We have other initiatives in policing and within the Home Office. We are also working cross-Government in doing our utmost, with other countries, to deal with documentation issues to make sure that identity is established and that foreign national offenders are returned having served their sentences. I entirely understand the points that my hon. Friend makes. In dealing with his Bill, I intend to set in context the changes that have been undertaken, their ongoing impact, and the focus that remains absolutely at the forefront of our minds in Government in seeing that more foreign national offenders are removed from this country I must firmly rebut a number of the accusations made by the hon. Member for Birmingham, Erdington (Jack Dromey). Labour in government created a system mired in bureaucracy where foreign national offenders were not considered appropriately, with systems established under the legacy UK Border Agency that were not fit for purpose. It therefore ill behoves him to suggest that there is any lack of rigour, focus or determination on the part of this Government to assure our borders and to ensure that we have the appropriate checks in place to deal with the very serious issue of foreign national offenders.
ParlaMint-GB_2015-03-06-commons.u88	My hon. Friend will have seen page 25 of yesterday’s Daily Mail, which had a full-page article headed “Europe’s most wanted”, saying that they are here in the United Kingdom. It has pictures of 16 foreign criminals, mainly from eastern Europe, many of whom have been convicted in their own countries, who are on the run in this country. What is being done about this? It seems as though nothing much is being done about it.
ParlaMint-GB_2015-03-06-commons.u89	A significant amount is being done. We are preventing a number of foreign national offenders from getting into this country in the first place by strengthening the data that we have at our borders through our warnings index and making sure that our Border Force officers have that information. There is the impact of the Schengen information system—the new means by which we are able to gain advantage from information from Europe such that people are unable to get into this country in the first place. There are also dedicated teams available to respond to those who abscond As my hon. Friend suggests, there is a further initiative to make the public aware. We have used that overseas to identify British citizens on the run in other European countries. I pay tribute to the work of the National Crime Agency in working with our counterparts in Spain and with Crimestoppers to ensure that those who are fleeing justice in this country are apprehended and brought to justice in this country. A significant amount of work is being done in-country on identifying those who would do us harm and on preventing people from coming in at the border—not forgetting those who are fleeing justice from our shores and who need to be brought to book here in this country. That is why this work is being undertaken.
ParlaMint-GB_2015-03-06-commons.u90	I totally agree with the point about strengthening our borders. No doubt the Minister will welcome our proposal for an additional 1,000 border guards. He says that the Government have dealt with what he claims were past problems in relation to Labour’s track record. They have been in power for five years. Can he explain why more criminals have absconded under this Government—a 6% increase since 2010?
ParlaMint-GB_2015-03-06-commons.u91	I welcome the fact that the Opposition now apparently want to ensure that we have the appropriate checks at the border. That was not the experience when they were in government. Once this Government came to power, we were able to have the 100% checks at the border that were not there before. We scrapped the old UK Border Agency and created Border Force, with the focus, the culture and the agenda to have tough and rigorous checks at the border while making sure that that is done efficiently and effectively to allow people to pass through, using technology to advance that process The hon. Gentleman referred to Labour’s promise of 1,000 extra border guards. That is virtually the only promise or pledge that we have heard from Labour on the important issue of immigration and tightening and securing our borders. Even so, surprisingly enough, the sums do not add up. The cost is apparently to be met by additional charges for those in electronic visa waiver schemes. On our calculations, that would generate perhaps an extra 20 or 30 border guards. There are also questions about whether the scheme would cost more to administer than it would deliver in revenue. I look forward to hearing some further details from the Opposition as to how their numbers add up and how their proposal would work I want to highlight this Government’s record in having removed just under 5,100 foreign national offenders from the UK in the past year. That is against a backdrop of an increase of nearly 30% in litigation by those seeking to game the system to delay their removal from the UK. Partly because of the delays that we inherited due to the legal system that we had, sometimes the courts have allowed people to be discharged from custody in those circumstances. That is why we introduced the Immigration Act 2014 to speed up the process in terms of those rights, whereby if someone’s life is not at risk or in danger, they can make these legal challenges, but do so outside the UK. These important measures, to a large degree, deal with the underlying concerns that my hon. Friend the Member for Wellingborough has expressed in his Bill. The fact that we have, as I said, removed just under 5,100 foreign national offenders from the UK in the past five years is due to a great deal of attention and careful joint working among a number of Government Departments—the Home Office and colleagues in the Ministry of Justice and the Foreign and Commonwealth Office My hon. Friend’s Bill, as I read it, is intended to deal with the issue of exclusion—in other words, ensuring that once someone has been removed, they stay removed. I will explain how the existing regulations and practice, both on EU and non-EU citizens, are intended to operate. There are a number of different aspects. To have a robust and rigorous system, we need a joined-up system I will touch on the issue of preventing those who should not be here from coming to this country in the first place and the excellent work the police and others are doing to identify foreign national offenders. Confirming a person’s identity can be challenging. When we want someone to be removed, we need to obtain a passport or other evidence in order to prove their identity; to get travel documents to ensure that they can be deported; and to make sure that the receiving country does not simply return them to our shores. There has been some important and excellent cross-governmental work to deal with those barriers to removal A range of measures and powers are used to remove foreign national offenders from the UK. The primary power is automatic deportation for non-European economic area nationals who are convicted in the UK and given a single custodial sentence of 12 months or more for one conviction; or, where automatic deportation cannot be applied, we can seek to deport on conducive grounds, including looking at the cumulative effect of offending and whether it is in the public interest to seek to deport Once a person has been deported they are prohibited from entering the UK while the deportation order against them remains in force. A deportation order has no expiry date: it remains in force indefinitely unless a decision is taken to revoke it. That demonstrates the strength and purpose behind our existing deportation system, and it is important to recognise that we have strengthened it further through the Immigration Act. Border Force checks against the warnings index to identify whether anyone coming through our border is subject to those outstanding deportation orders. Perhaps that will reassure my hon. Friend that, under the existing system, we are able to keep out people who have been deported from this country.
ParlaMint-GB_2015-03-06-commons.u92	I am grateful to the Minister for going into this matter in such depth. I am reassured by what he says, but—he can correct me if I am wrong—I do not think that that system applies to the European Union.
