ParlaMint-GB_2020-10-23-commons.u1	I beg to move, That the House sit in private Question put forthwith (Standing Order No. 163).
ParlaMint-GB_2020-10-23-commons.u58	My very good and hon. Friend is making good points. Do the sentencing guidelines actually say, “If you cut off the tail of a dog, it’s this. If you kick an animal down the stairs, it’s that”? Are they the sort of sentencing guidelines that he is expecting?
ParlaMint-GB_2020-10-23-commons.u59	I am not expecting them at all. I am criticising the fact that they are no longer just regarded as guidelines, but accepted by many magistrates and judges as tantamount to instructions. If my hon. Friend looks at the sentencing guidelines for animal welfare, which I commend to him, he will see that they are not that specific, but they do give some general parameters that place constraints on the discretion of magistrates. The current guidelines impose severe constraints on the magistrates’ ability to impose an immediate custodial sentence for any offence of breach of animal welfare. That is another issue that needs to be raised We need to work with public opinion on that and not allow the public to be disappointed. They should not think that we are offering a panacea for improving animal welfare and reducing animal cruelty. Let us hope that the Bill does deter some of the most heinous offences, but let us not think that it is the full answer to all the problems.
ParlaMint-GB_2020-10-23-commons.u60	It is a pleasure to follow my hon. Friend the Member for Christchurch (Sir Christopher Chope), but I am going to take the debate back to our dogs, if I may. I am delighted to support the Bill in the name of my hon. Friend the Member for West Dorset (Chris Loder). It was disappointing, to say the least, that the Bill fell in the last Parliament due to timescales, so I am delighted that he has picked up the mantle and will see through its implementation In the spirit of fostering European relations, I am owned by three French bulldogs, although, judging by the photographs I am sent from home when I am working away in this place of them taking over my sofa, they appear to own my whole family. If you will indulge me, Madam Deputy Speaker, Mimi, Olly and Piper are delightful little dogs, each of them champions, not in a Crufts sense but, respectively, in snorting—and worse—laziness and annoyingness. But no matter how annoying, smelly or noisy they are, and no matter how many times I tell them that I am sending them to the dogs home, I could obviously never do that and would certainly never wish harm on them As a child, I always wanted a dog. When I was in secondary school, I volunteered on Saturday mornings with a local charity called Animal Concern, which at the time was based in Northside in my constituency of Workington. It had kennels in what were originally allotments with a fence that was 8 or 9 feet high topped with barbed wire Not many weeks or months went by when volunteers did not find a dog thrown over the fence or tied to the gate during the night. What is most depressing about that is not a single dog would have been turned away at the gate, no questions asked. Some of the residents had incredibly depressing stories, and some we would never know the background of, which made 12-year-old me wonder how some people could inflict the harm that they did When I was only a few years older, my mother deemed me responsible enough to get my own dog—a decision she no doubt came to regret. Even today, I am not entirely sure that she would deem me responsible again. Since Jess, there has been only one small stint when my home was without a dog. I was supported through the shock of the first 10 years of my married life by a wonderful English springer spaniel called Ben, who took his last walk over the rainbow bridge a couple of years ago. As we have heard, the love of a rescued springer spaniel puppy inspired my hon. Friend the Member for West Dorset to take up this Bill The love between a dog and their family should never be underestimated. The youngest of our three dogs, Piper, was born in our house when our youngest daughter was a toddler. They are now inseparable—the best of friends—and I am sure that Piper sees Olivia as any other litter mate, as well as a source of food when Piper is hiding under the table. Olivia sees Piper more like one of her dolls that she can attempt to dress up and place in a cot, but Piper’s a bit too wily for that. For those reasons, among many others, I despair of anyone who can inflict deliberate cruelty on an animal, and I warmly welcome the provisions of the Bill The working title of the Bill—Finn’s law part 2—takes its name, as we know, from a tremendously courageous police dog who was horrifically attacked in the line of duty. It is right today that we pay tribute to the work of my right hon. and learned Friend the Member for North East Hertfordshire (Sir Oliver Heald) in marshalling through this place the original Finn’s law, the Animal Welfare (Service Animals) Bill, in 2019. It sought to provide increased protection for service animals, abolishing the abhorrent defence that a defendant could claim that they were protecting themselves Finn and his handler, PC Dave Wardell, have shown extraordinary determination and resilience in the past four years, dedicating a huge amount of time in ensuring that the animals that serve us on the frontline and in other service roles and also those at home that provide us instinctively with the love and affection that we need when we require it are protected in law. My inbox tells me that this is an issue that a large number of my constituents in Workington care deeply about. They were delighted when the original Finn’s law gained Royal Assent and they will be even more delighted, I am sure, when this Bill does Across the House, Members will have been shocked by some of the stories of animal cruelty we have read, and in every instance we will have asked ourselves how anyone could do such a thing, but it happens and it is right that we in this place be the voice of those who cannot speak for themselves. While I talk mainly of my own experience as a dog owner, it is not just about dogs of course, in my home or in the general debate. Our house is also home to three goldfish. The latest addition had to have the colours of Spiderman or Batman, at Olivia’s request. We have Spike, a bearded dragon belonging to Harry. We previously had Ezra, a royal python of Elliott’s. We have had ferrets, rabbits, chickens, quail, ducks. We have rescued hedgehogs, blackbirds, seagulls, and I have lost count of the number of caterpillars we have raised to butterflies and tadpoles to frogs My constituency of Workington has many organisations and animal rescuers only too willing to rush to the aid of an animal in distress. I speak not only of Animal Concern, where I spent some of my childhood Saturday mornings—it has long since moved from Northside to the constituency of my hon. Friend the Member for Copeland (Trudy Harrison)—but of organisations such as Knoxwood Rescue, which works tirelessly with injured wildlife and pets and has a marvellous centre that is always worth a visit. There is the ubiquitous RSPCA, which has a branch in West Cumbria, and smaller organisations, often headed up by solitary or small numbers of dedicated individuals such as Mel of Ani-Mel Haven in Mawbray, which is raising funds for a brand new state-of-the-art rehabilitation centre, and Jade of West Cumbria Wildlife and Rehab in Northside, who works as a vet by day and rescues wildlife, but also volunteers for Cats Protection in what might normally be deemed her spare time. I also speak of Pet Encounter in Workington, whose work with animals to educate young people has led them also into pet rescue. I speak of Whinmill Farm Canine Centre, which deals with stray dogs, and of countless other volunteers who go unnamed I also had the pleasure earlier this year of visiting a fantastic racehorse rescue centre in the constituency of my hon. Friend the Member for Penrith and The Border (Dr Hudson), himself an equine vet, accompanied by the Minister for Civil Society in the other place.
ParlaMint-GB_2020-10-23-commons.u61	The hon. Gentleman makes an important point about racehorses. I am one of the few in the House who has spoken about greyhound welfare. There is an onus on the owners of racehorses or greyhounds, who often make a lot of money out of them. They owe them a duty of care after they cease to earn money for them. There is a big difference between the number of greyhounds racing and the number who are rehomed when they finish. There is a big question there.
ParlaMint-GB_2020-10-23-commons.u62	I agree that there is an onus on any owner, breeder or racing stable that rears these animals to make sure that they are looked after later in life once their duty is done I also take the opportunity to thank our vets, such as Millcroft, who without question will take an injured animal in at the door, recognising that it is unlikely that they will be paid for the work that they undertake. It is due to these people and many other thousands of paid staff and volunteers across the country that animals that suffer horrendous attacks are cared for and in many cases rehabilitated back to health and go on to find the forever home that they deserve. It is to those animals, and those volunteers, vets, veterinary staff, and animal rescue staff, alongside our military and emergency services, that we owe the duty of passing the Bill today and in its further stages.
ParlaMint-GB_2020-10-23-commons.u63	If Patti Boulaye were a Member of Parliament, she would probably try to burst into song with the Etta James version of “At Last”. At last we are doing something on this issue—at last. The hon. Member for Bristol East (Kerry McCarthy) was absolutely right when she said that in that last, useless, ineffective Parliament that ran from 2017 to 2019, when we wasted so much time—I know that a number of colleagues were not Members then—we could have gone on and done something and made a real difference. We wasted so much time. The Government announced in September 2017 that they intended to increase the maximum sentences to five years. In 2017, the draft Animal Welfare (Sentencing and Recognition of Sentience) Bill was published for consultation. This found that 70% of people supported the proposals for tougher prison sentences. What Member of Parliament is in favour of animal cruelty? It is ridiculous. This is an animal love-in—we are all against cruelty to animals. The Animal Welfare (Sentencing) Bill was published on 26 June 2019, and its Second Reading took place in the House of Commons on 9 July 2019. The Committee stage of the Bill took place on 23 July, and it was due on Report on 4 September 2019. However, the Bill fell at the end of the 2017-2019 parliamentary Session. While I welcome my hon. Friend the Member for Redcar (Jacob Young), I pay tribute to his predecessor, who is a thoroughly decent woman. She would have joined us in our report on endometriosis this week, if she had been here, and I think we are right to pay tribute to her Moving on to my hon. Friend the Member for West Dorset (Chris Loder)—only my hon. Friend the Member for Christchurch (Sir Christopher Chope) will know what I am talking about—he has not been here a year and he has had the enormous privilege of piloting this Bill. I had to wait 18 years until my name was pulled out of the hat—I think I was No. 4—and I was pressurised on what subject to choose. Because the back-up for the Bill was superb, I chose fuel poverty What went on that year was just horrendous. My hon. Friend the Member for Christchurch will realise that there were two doughty fighters on our side—one who is no longer with us, but one who is in the House of Lords—who did everything they could to stop my Bill getting on the statute book. However, as I look around the House this morning, even with social distancing we are a little short of Members. These used to be huge occasions, packed to the rafters. Friday was an essential part of the working week. This does not feel like it. I know the modern Member does not have a letter anymore—it is all done through emails—but I am sure we are in the same position, where we have hundreds of emails from constituents telling us how important this piece of legislation is I say to my hon. Friend the Member for West Dorset—I know he got 48 people here for the earlier business—that this is an enormous privilege and honour, and I am so glad that he has chosen this subject. Over the years, we have had some people high up in the ballot who have chosen a subject that they feel strongly about on a matter of principle. Principles are wonderful, but our time here can be very short as Members of Parliament—I hope that the newly elected Members of Parliament are here for 10, 20, 30, 40 years—but while they are here, it is very important to make a real difference. It is not vanity to pilot something to get it on the statute book, but we all say we came into politics to make a difference, so I think my hon. Friend, even if there might be imperfections in this short Bill—although I cannot see them—has done a wonderful service to the House, and I share and feel his pleasure.
ParlaMint-GB_2020-10-23-commons.u64	I give heartfelt thanks to my hon. Friend. It is a pleasure to be in this place with him and to share this journey. I know how strongly he and his constituents feel about animal welfare. Going back to what he said earlier, I am not sure there are too many spare seats on this side of the House—there are a few more on the other side. I know full well how strongly the House feels about this, and it is an honour for me and my constituents to be piloting this Bill forward on behalf of the nation.
ParlaMint-GB_2020-10-23-commons.u65	I agree with everything my hon. Friend has said. This is not an opportunity to have a go at the Front-Bench spokesman, the hon. Member for Cambridge (Daniel Zeichner), because as he jousts with the Minister he might have some good things to say about badger culls, and I support him on that Let us consider what my hon. Friend is trying to achieve, as a number of Members have mentioned people going to prison. I do not rejoice in normal people going to prison. When I had a meeting with Cressida Dick’s deputy about the endless protests that were going on outside in Parliament Square, they thought I would be delighted that they have arrested all these people and they would be going to prison. Mummy and daddy would doubtless be paying the fines in any case, but I do not want that sort of person to go to prison. Prison should be for people who are violent and dangerous; it should be there to protect us. As I develop my speech, I wish to give a little detail on how I think being cruel to animals leads to being cruel to human beings I was glad that my hon. Friend the Member for West Dorset touched on live exports, as what is happening is absolutely unacceptable. He was entirely right to say that by the end of the year, when we have concluded our negotiations with the EU, we should be able to do much more on the issue. I hope that the Under-Secretary of State for Environment, Food and Rural Affairs, my hon. Friend the Member for Banbury (Victoria Prentis), has something in her brief on that issue. My hon. Friend the Member for West Dorset, together with the Chairman of the Select Committee, my hon. Friend the Member for Tiverton and Honiton (Neil Parish), was also right to talk about animals not being stunned and all the cruelty that goes along with that. I endorse everything that my hon. Friend the Member for West Dorset said. He is a farmer’s son, so I am disappointed that he does not walk around the parliamentary estate with a bit of straw coming out of his mouth. If he was going to be an authentic farmer’s son—
ParlaMint-GB_2020-10-23-commons.u66	It is difficult to respond to such comments. I want to let my hon. Friend know that I have my Wellington boots in my office here. I was a little concerned about even thinking about wearing them into this House, as I thought the Serjeant at Arms may tell me off for that. If my hon. Friend would like any verification as to my authenticity, he is welcome to visit my office a little later to check those Wellington boots.
ParlaMint-GB_2020-10-23-commons.u67	I may well take up the offer We are talking about the terrible crimes that are committed, one of which has been spoken about already. The wonderful brief from the House of Commons Library tells us that there have been a number of shocking cases when courts have said that they would have handed down longer sentences had they been available. Such a case occurred in April last year, where a man had bought a number of puppies just to brutally and systematically beat, choke and stab them to death. That would lead on to other things with human beings. I think someone has mentioned this next case, but how absolutely vile it is that on 7 September a man burned a cat in a hot oven, tried to flush her down the toilet, attempted to strangle her and threw her against a wall, but was given only a suspended prison sentence. The cat was taken to the vet and was found to have third-degree burns and loss of skin. The owner admitted putting her in the oven for up to five minutes. That is beyond the pale, yet it has taken this mother of Parliaments until now to get tough on this issue Just this month, a dog suffered horrific injuries suspected to have been caused by badger baiting. The RSPCA has described it as one of the worst cases it has seen in 20 years. Fig the dog was rushed to the vets with shocking injuries to his jaw and nose. In April, the RSPCA was left searching for the perpetrators after a cat was found burned and with a skewer through his body on a disposable barbecue in South Yorkshire Throughout the coronavirus pandemic, we have seen a rise in the number of cruelty incidents against swans, including a spate of incidents over the past few months in Dorset in which the birds have been shot with arrows. In August in Rochford, which is near Southend West, the area I represent, three spaniel puppies around eight weeks old were found abandoned on a roadside. They were discovered with a highly contagious virus that causes vomiting, diarrhoea and dehydration. It is believed that they were imported from abroad to sell in the UK and left to die when they became sick. I could just go on and on with these shocking examples of cruelty, and I am very glad that the measure proposed by my hon. Friend the Member for West Dorset will deal with the matter In the UK, it is estimated that 44% of households have pets and that people own about 51 million pets. My hon. Friend the Member for Workington (Mark Jenkinson) spoke about all his pets; I am not going to try to outdo him, but I think that over the years I have probably had just about everything other than a lion and a tiger—you name it, I have had it.
ParlaMint-GB_2020-10-23-commons.u68	I thank my hon. Friend for giving way. I am just down the corridor from him in 1 Parliament Street, and I can confirm that he does indeed have all manner of pets in his office on the estate.
ParlaMint-GB_2020-10-23-commons.u69	My hon. Friend has just well and truly put his foot in it, because of course no animal, in any circumstance, is allowed on the parliamentary estate. I am afraid that my hon. Friend has had a bit of a hallucination.
ParlaMint-GB_2020-10-23-commons.u70	Does my hon. Friend believe that animals should be allowed on the parliamentary estate?
ParlaMint-GB_2020-10-23-commons.u71	My hon. Friend the Member for Hendon (Dr Offord) has been involved in a bit of a battle over the years, particularly about dogs, and I am not sure where we are with that at the moment. Obviously, we have the sniffer dogs, and I think a couple of ducks live on the estate. Of course, we welcome all the mice, and there are a few rats about the place, I think. My hon. Friend the Member for Wolverhampton North East (Jane Stevenson) makes a good point; perhaps that is something for the Administration Committee. My hon. Friend the Member for Workington spoke about his French bulldogs. My wife and I look after one of our daughter’s French bulldogs, called Vivienne, and although she does not know it yet I look forward to a fair battle at the Westminster dog of the year show. I am very jealous that my hon. Friend the Chair of the Environment, Food and Rural Affairs Committee has already won that contest I want the United Kingdom to lead the world on animal welfare. We have some of the most progressive animal rights legislation in the world and I can tell my hon. Friend the Minister that I am looking forward to improving it even further at the end of the year. I do not understand why, although the Republic of Ireland and Scotland have recently increased the maximum sentence for animal cruelty to five years, sentences in England and Wales are still among the lowest in the world and the weakest in Europe The RSPCA deals with severe cases of animal cruelty every day, and on average someone in England or Wales dials its helpline every 30 seconds. It is absolutely shocking to think that that amount of cruelty is going on. In November 2019, a man admitted to beating his 11-month-old German Shepherd puppy to death. He was sent to prison for four months. Cases such as this are all too common. Currently, the average sentence for animal cruelty is about three and a half months’ imprisonment. An average of just over three people per year over the past three years have received the maximum penalty of six months’ imprisonment for animal cruelty.
ParlaMint-GB_2020-10-23-commons.u72	I thank my very good friend who represents Southend—the city—for allowing me to intervene. I am absolutely surprised that more people are not brought to court for animal cruelty in this country, given the number of people found by the RSPCA doing despicable and very cruel things. The RSPCA can bring people to court, so I just do not get why there are not many more people in magistrates’ courts facing—soon hopefully increased—sentences.
ParlaMint-GB_2020-10-23-commons.u73	I absolutely agree. My hon. Friend the Member for Warrington South (Andy Carter) said in an earlier intervention that he is a justice of the peace and mentioned how frustrating dealing with these matters is. My hon. Friend the Member for Beckenham (Bob Stewart), and he is also right, of course, about Southend West and our determination to become a city. In fact, when we become a city, everyone will understand that my constituency is full of animal lovers.
ParlaMint-GB_2020-10-23-commons.u74	Forgive me, Madam Deputy Speaker; I did not mean to give my hon. Friend another opportunity to lobby for Southend West. I am very sorry.
ParlaMint-GB_2020-10-23-commons.u75	Well, I am not sorry. In fact, one of my hon. Friends just suggested that I should have a logo on my face mask. They have been ordered, and they will be available to colleagues when we return The Animal Welfare Act 2006 makes it an offence to cause unnecessary suffering to domesticated animals or animals under the control of man. However, the punishment currently really does not fit the crime. Our sentencing system does not adequately protect animals and fails to deter perpetrators from committing animal cruelty offences. The current maximum sentence for animal cruelty is just 10% of the maximum sentence for crimes such as fly-tipping, which is absolutely ludicrous. The Bill promoted by my hon. Friend the Member for West Dorset will, I understand, amend the 2006 Act, raising the maximum penalty for animal cruelty in England and Wales from six months in prison and/or an unlimited fine to a penalty of five years in prison and/or an unlimited fine. I commend him on that. No doubt in Committee and on Report, he may be open to the suggestions of others. However, his overall endeavour is to get this legislation on the statute book as quickly as possible I referred to this point earlier, and I am sure that my hon. Friend the Minister agrees that evidence shows that animal cruelty offenders often go on to commit violent crimes against human beings, so it is absolutely essential that courts have the ability to give these perpetrators sentences that match the severity of their actions. There were one or two interventions earlier on enforcement. In the bowels of this building are piles and piles of statutes. Laws are often already there, but there is no point in spending hours and hours legislating unless that legislation is enforced. I do not mean this unkindly to new Members, but they will learn in time that, although we think we do, none of us really has anything original to say. It has all been said before in different ways. It is like the call list: Members who are earlier on the call list get to say all the things, and people later think it has all been said before, but obviously their constituents very much want to hear their voice.
ParlaMint-GB_2020-10-23-commons.u76	May I lightly say to my hon. Friend that the new Members of this place from 2019 are full of energy and fervour? We are here today to help him, and his colleagues who have been here for many years, to ensure that we get stuff done.
ParlaMint-GB_2020-10-23-commons.u77	That is wonderful. Now that we have had a clear decision after the general election on 12 December, and we have a majority, we must deliver on our manifesto commitments To get back to the business of enforcement, I heard a colleague say, “David—we have to do something about cruelty to horses, ponies and donkeys.” Years ago, I got a ten-minute rule Bill on the statute book, which became the Protection Against Cruel Tethering Act 1988, preventing people from not feeding and watering donkeys and ponies properly. It is already there; the fact that it is not enforced is rather depressing. It is wonderful that my hon. Friend is piloting this legislation, but if it is not enforced we are all wasting our time. We will have to, through our constituents and our constituencies, give more and more publicity to his measures.
ParlaMint-GB_2020-10-23-commons.u78	rose—
ParlaMint-GB_2020-10-23-commons.u79	Is my hon. Friend seeking to intervene, or is he just uncomfortable?
ParlaMint-GB_2020-10-23-commons.u80	In the presence of my hon. Friend, I am never uncomfortable. Having formerly worked in his constituency, it is always a delight to intervene on him. I hope that he will agree that leaving the European Union is much more significant in terms of animal welfare than we may all give it credit. We are escaping the common agricultural policy and the common fisheries policy, and some of the awful rules that have demanded that we have free movement of live animals across the channel. I look forward very much, and I hope that he does too, to supporting the Government to ensure that that comes to an end.
ParlaMint-GB_2020-10-23-commons.u81	I do, and I absolutely agree with my hon. Friend in his endeavours Research shows that tougher prison sentences do act as a deterrent to would-be perpetrators and can help to prevent animal cruelty abuses from taking place. In 2019, over half of immediate custodial sentences imposed for animal cruelty were at the upper end of the scale of over 17 weeks. In cases where sentences are near the six-month ceiling, this new legislation would allow greater flexibility for the courts to decide an appropriate punishment. I very much welcome that Although the process for this Bill began in 2017, it has been delayed time and again, most recently by the December election. I am so pleased that this moment has come. There is huge cross-party support for this legislation, and I was very pleased to hear the Government announce that they would back it. The coronavirus pandemic has only made the need for tougher animal sentencing laws more urgent. During lockdown, the RSPCA dealt with more than 21,000 animal cruelty incidents and the number of animals in its care rose. Evidence shows that family pets are often part of the domestic abuse cycle, which sadly we have seen greater reports of during lockdown I would very much welcome a clear commitment from my hon. Friend the Minister on the timetable for the passage of the Bill and when it is likely to reach its next stages. Obviously, we have people on the Treasury Bench, and there is lots of timetabling to think about, but given that this measure has taken so long and there is enormous frustration I hope that the Government will do all that they can, working with the Opposition, to speed this legislation on to the statute book Scientists have proven that animals are capable of feeling pain and, like humans, experience fear and stress, as well as joy and comfort. Now it is widely agreed that animals are sentient beings—I am very pleased about that progress—we must do more to prevent their suffering. As patron of the Conservative Animal Welfare Foundation, that is another issue that I would like to see enshrined in law. I say to those on my own Benches that is wonderful to see the ebbs and flows in terms of Conservative Members feeling strongly on animal welfare issues. I want my colleagues to be on the right side of this argument, and much as there is perhaps some dispute, we are not going to return to fox hunting, and we will deal with the management of badgers in a sensible way. I know that for those who represent farming constituencies these are huge issues—indeed, I was intrigued by the earlier attack on the NFU—and I understand those matters. Nevertheless, as a Conservative it is good to see so many colleagues recognising that animals are so important to our constituents Like my hon. Friend the Member for West Dorset, I congratulate Battersea Dogs and Cats Home on its campaign on this issue. People used to think that it just looked after dogs, but it has as many cats and does wonderful work on animal welfare. It has campaigned on this issue for the past three years. Its vital work in caring for animals has brought to light many distressing cases, and I know it is pleased about the Bill. I have had a long association with the RSPCA, and the wife of Lord Stockton, Lady Stockton, is one of its trustees. It has also done a marvellous job on this subject Like many other Members, I had the honour of meeting Finn the dog—we have already heard about him from my hon. Friend the Member for Workington (Mark Jenkinson)—when he visited Parliament earlier this year. We were all delighted when, following the hard work of Finn and PC Dave Wardell, the first part of Finn’s law, the Animal Welfare (Service Animals) Bill, was enacted last year to protect service animals such a police dogs and horses In conclusion, we must increase the penalties for cruelty against our much-loved pets, so as properly to reflect the seriousness of the crime, and we must send a clear signal to perpetrators that cruelty against any animal will not be tolerated. I congratulate my hon. Friend the Member for West Dorset on promoting this Bill, and I join others in wishing it swiftly to become law.
ParlaMint-GB_2020-10-23-commons.u82	It is a truly an honour to speak in this debate, and the Bill is supported by Members across the House. I thank my hon. Friend the Member for West Dorset (Chris Loder) for promoting the Bill, and for his thoughtful and comprehensive speech. It covered many topics that concern us all, and I truly appreciate it We are a nation of animal lovers, and the correspondence I have received from my constituents in advance of this debate is clear evidence of that. Like my hon. Friends the Members for Workington (Mark Jenkinson) and for Southend West (Sir David Amess), earlier this year I had the wonderful opportunity of meeting Finn, a retired police dog, and his handler, PC Dave Wardell. After defending his handler from a knife-wielding criminal, Finn located the suspect and grabbed hold of his leg as he tried to escape over a fence. In an attempt to free himself, the knife-wielding criminal stabbed Finn in the chest with a large knife multiple times. As a result of his life-threatening injuries, Finn was rushed to the vet where he underwent surgery, and ended up having part of his lung removed. Thankfully, Finn made a full recovery from his injuries, and is now a remarkable mascot for why there should be tougher sentencing for those who harm service animals However, these heartless criminals do not draw the line of their heinous crimes at service animals, and I wish to speak particularly about crimes against domestic and household pets, and give an example of something that took place in my constituency over the past year. It is important to increase criminal sentences for those who commit crimes against any animal, and we must ensure that they no longer receive some of the lightest sentences in the world Earlier this year, a Staffordshire terrier called Snoop was found abandoned on a railway track in Stoke for the fourth time in as many weeks. Snoop’s overgrown nails, yellow stomach and emaciated paws were evidence that his owners—or rather, abusers—had kept him in a cage for his entire life. Luckily, in this case, the local North Staffs RSPCA branch, which had been investigating the case, caught the culprits dumping Snoop under a bridge on the A527 on CCTV. I am grateful to the excellent RSPCA centre in Staffordshire, which has helped Snoop to recover from his lifelong ordeal. He is still being trained and reconditioned in preparation for being rehomed It is deeply depressing to me that only 80% of the 1,000 people who are prosecuted for animal cruelty each year are convicted and, worse still, that just 10% of those are given custodial sentences—on average, of about three and a half months. It is abundantly clear to me and to most of my constituents in Stoke-on-Trent Central that a maximum sentence of six months is not long enough by any stretch of the imagination as punishment for what are often lifelong ordeals of abuse, violence, cruelty and torture for these poor animals To conclude, there is no place in this country for animal cruelty, and we must ensure that those who abuse animals are met with the full force of law. Pet owners around the country support the Bill, the people of Stoke support the Bill, and I wholeheartedly endorse the Bill. The maximum sentence for animal cruelty must be increased, and we must do whatever it takes to deter all serious cases of animal cruelty from ever happening in the first place.
ParlaMint-GB_2020-10-23-commons.u83	I support the Bill, and I congratulate my hon. Friend the Member for West Dorset (Chris Loder) on securing a position in the private Members’ Bill ballot. This is a fantastic opportunity for us to discuss these issues. I would like to pay particular tribute to the animal welfare charities that have been lobbying hard on this issue for many years, including Cats Protection and Battersea Dogs and Cats Home, both of which I have had the pleasure of speaking to over the last couple of months; I made it clear to them that I would be here today to support my hon. Friend in taking forward this important Bill. I also pay tribute to the amazing animal welfare charities in my constituency, such as Wallington Animal Rescue, which has done incredible work to look after animals at a local level This Bill is incredibly important to me, because, like so many other Members here today, I am a pet owner, and I have been blessed to be in a home with animals ever since I was a child. It began with just a few rabbits—that is all I could manage, according to my parents—and then when I became a teenager, we were given the opportunity to own a dog for the first time. Nothing brings more joy to a family’s life than bringing a pet into their home, and I recommend it to anyone who does not yet own one I was lucky a few years ago to meet Jed, who—I should probably clarify, given the topic we are debating—is not an animal. [Interruption.] I will leave that to my hon. Friends’ imagination. I had no idea that, in agreeing to marry Jed and let him into my life, I would be taking on responsibility for looking after not only two additional dogs, Willow and Lola, but also horses, sheep, pigs and—Jed’s real passion—chickens and ducks. It is more animals than I ever thought I would have in a lifetime, but they are part of the family, and I love having them I want to talk about the first dogs that arrived in our lives, Snoopy and Jazz, who were both rescues from Battersea Dogs and Cats Home. It is hard to believe from meeting him, but Snoopy was an unwanted Christmas present and ended up in Battersea after being left there by a previous owner. Snoopy and Jazz, like so many other residents of Battersea Dogs and Cats Home, were Staffordshire bull terriers, which sadly have quite a bad reputation across the country. They are seen as somehow more violent and as inappropriate pets, whereas anyone who has ever owned one will tell you that they are some of the most loving dogs you can have. I am so pleased that they were named the UK’s favourite breed of dog last year.
ParlaMint-GB_2020-10-23-commons.u84	There are no bad dogs; there are bad owners, and dogs take after their owners when they do something very bad.
ParlaMint-GB_2020-10-23-commons.u85	I could not agree more with my hon. Friend. It is a testament to the work that animal charities such as Battersea Dogs and Cats Home do that they are able to find new, loving, permanent homes for dogs like Snoopy and Jazz Jazz came to us because she had been passed around many different homes—she had been to around three or four—because some of her previous owners had found her behaviour challenging. She was described as a “bin raider” when we took her on, and I can confirm that that description was accurate. Sadly, some of the behaviour that she displayed when we took her on, particularly her apparent fear of men, suggested to Battersea, when eventually it let us take Jazz home, that she had probably been subject to some level of abuse in the past. I am pleased that we managed to give Jazz a good home and that she is still with us today I know just how devastated my family and I would be if any of our animals were to be taken from us and abused by others. Unfortunately, there were a number of quite high-profile animal-abuse cases involving cats in my constituency and surrounding areas—the Minister may know of this already. What is known as the “Croydon cat killer” case started a few years ago; unfortunately, it is still an open investigation and we are no closer to finding the truth. It started off in Croydon, funnily enough—it got its name from the borough bordering my constituency—but this spate of cat killings, which involved cats being beheaded, spread to other parts of south London, including Carshalton and Wallington There was an investigation and the conclusion was that it was down to urban foxes. The cats’ owners find that a bit fanciful, and I have to say that I agree. The pattern of behaviour, particularly the cats being beheaded and left there, with no evidence of their being eaten, does not suggest to me that it was urban foxes. It suggests to me that systematic abuse is going on, and I sincerely hope that the investigations can be reopened and that the cats’ owners can get a bit of justice and a bit of an answer as to what happened to their beloved pets Let me bring my remarks back to the Bill. As we heard in earlier contributions, it is evident that a six-month sentence is certainly not enough. If we look into the statistics in a bit more detail, we see that in the past 10 years only 6% to 11% of all people convicted of animal cruelty offences were given an immediate custodial sentence. The current maximum sentence is clearly not a deterrent, which is why I fully support the measures in the Bill to increase sentences to five years. Notwithstanding the concerns that we have heard from my hon. Friends the Members for Southend West (Sir David Amess) and for Christchurch (Sir Christopher Chope), who are no longer in their places, I think that will go a long way towards acting as a deterrent to people who want to commit these heinous crimes I am very pleased that my hon. Friend the Member for West Dorset has brought the House together today. I fully support the Bill and look forward to seeing it through to Royal Assent.
